,round_1,round_2,round_3
variant_4938,4.0,3.0,0.0
variant_4939,3.0,1.0,0.0
variant_4940,6.0,0.0,0.0
variant_4941,2.0,7.0,4.0
variant_4942,1.0,0.0,0.0
variant_4943,1.0,0.0,0.0
variant_4944,7.0,16.0,8.0
variant_4945,2.0,0.0,0.0
variant_4946,16.0,12.0,0.0
variant_4947,5.0,3.0,5.0
variant_4948,11.0,7.0,0.0
variant_4949,3.0,0.0,0.0
variant_4950,1.0,0.0,0.0
variant_4951,6.0,3.0,0.0
variant_4952,1.0,0.0,0.0
variant_4953,1.0,0.0,0.0
variant_4954,4.0,11.0,0.0
variant_4955,2.0,6.0,2.0
variant_4956,2.0,0.0,0.0
variant_4957,6.0,0.0,0.0
variant_4958,9.0,10.0,1.0
variant_4959,4.0,0.0,0.0
variant_4960,3.0,0.0,0.0
variant_4961,5.0,6.0,0.0
variant_4962,14.0,26.0,10.0
variant_4963,4.0,1.0,0.0
variant_4964,3.0,0.0,0.0
variant_4965,5.0,16.0,7.0
variant_4966,3.0,0.0,0.0
variant_4967,3.0,0.0,0.0
variant_4968,1.0,0.0,0.0
variant_4969,4.0,14.0,0.0
variant_4970,1.0,0.0,0.0
variant_4971,9.0,2.0,0.0
variant_4972,4.0,0.0,0.0
variant_4973,3.0,12.0,5.0
variant_4974,2.0,16.0,14.0
variant_4975,5.0,32.0,7.0
variant_4976,4.0,8.0,2.0
variant_4977,3.0,0.0,0.0
variant_4978,2.0,10.0,2.0
variant_4979,1.0,0.0,0.0
variant_4980,12.0,7.0,0.0
variant_4981,1.0,0.0,0.0
variant_4982,7.0,0.0,0.0
variant_4983,10.0,17.0,4.0
variant_4984,7.0,0.0,0.0
variant_4985,10.0,2.0,0.0
variant_4986,5.0,6.0,2.0
variant_4987,4.0,0.0,0.0
variant_4988,1.0,0.0,0.0
variant_4989,5.0,9.0,1.0
variant_4990,4.0,0.0,0.0
variant_4991,4.0,2.0,0.0
variant_4992,4.0,1.0,0.0
variant_4993,4.0,7.0,0.0
variant_4994,1.0,0.0,0.0
variant_4995,4.0,2.0,0.0
variant_4996,2.0,7.0,1.0
variant_4997,1.0,0.0,0.0
variant_4998,4.0,0.0,0.0
variant_4999,1.0,0.0,0.0
variant_5000,7.0,24.0,9.0
variant_5001,4.0,0.0,0.0
variant_5002,3.0,14.0,1.0
variant_5003,4.0,0.0,0.0
variant_5004,6.0,0.0,0.0
variant_5005,3.0,1.0,1.0
variant_5006,4.0,0.0,0.0
variant_5007,12.0,3.0,0.0
variant_5008,2.0,0.0,0.0
variant_5009,6.0,0.0,0.0
variant_5010,6.0,10.0,1.0
variant_5011,1.0,0.0,0.0
variant_5012,3.0,13.0,0.0
variant_5013,20.0,19.0,5.0
variant_5014,4.0,7.0,0.0
variant_5015,1.0,0.0,0.0
variant_5016,3.0,1.0,0.0
variant_5017,3.0,0.0,0.0
variant_5018,2.0,0.0,0.0
variant_5019,1.0,0.0,0.0
variant_5020,4.0,0.0,0.0
variant_5021,2.0,0.0,0.0
variant_5022,4.0,0.0,0.0
variant_5023,8.0,12.0,0.0
variant_5024,10.0,6.0,0.0
variant_5025,1.0,0.0,0.0
variant_5026,1.0,1.0,0.0
variant_5027,2.0,19.0,19.0
variant_5028,6.0,4.0,0.0
variant_5029,11.0,58.0,26.0
variant_5030,2.0,1.0,0.0
variant_5031,4.0,12.0,3.0
variant_5032,7.0,2.0,0.0
variant_5033,7.0,2.0,1.0
variant_5034,7.0,6.0,0.0
variant_5035,1.0,0.0,0.0
variant_5036,1.0,0.0,0.0
variant_5037,1.0,0.0,0.0
variant_5038,4.0,0.0,0.0
variant_5039,5.0,40.0,17.0
variant_5040,1.0,0.0,0.0
variant_5041,6.0,2.0,0.0
variant_5042,7.0,13.0,0.0
variant_5043,1.0,1.0,0.0
variant_5044,7.0,11.0,1.0
variant_5045,4.0,0.0,0.0
variant_5046,12.0,3.0,0.0
variant_5047,7.0,0.0,0.0
variant_5048,6.0,0.0,0.0
variant_5049,2.0,5.0,0.0
variant_5050,10.0,1.0,0.0
variant_5051,2.0,0.0,0.0
variant_5052,2.0,0.0,0.0
variant_5053,1.0,0.0,0.0
variant_5054,9.0,0.0,0.0
variant_5055,1.0,0.0,0.0
variant_5056,5.0,15.0,1.0
variant_5057,1.0,0.0,0.0
variant_5058,1.0,0.0,0.0
variant_5059,2.0,0.0,0.0
variant_5060,7.0,0.0,0.0
variant_5061,5.0,2.0,0.0
variant_5062,6.0,0.0,0.0
variant_5063,3.0,3.0,0.0
variant_5064,11.0,5.0,0.0
variant_5065,1.0,3.0,0.0
variant_5066,5.0,5.0,0.0
variant_5067,9.0,3.0,0.0
variant_5068,1.0,0.0,0.0
variant_5069,6.0,2.0,0.0
variant_5070,8.0,13.0,6.0
variant_5071,24.0,18.0,1.0
variant_5072,3.0,0.0,0.0
variant_5073,7.0,7.0,1.0
variant_5074,2.0,0.0,0.0
variant_5075,2.0,0.0,0.0
variant_5076,1.0,3.0,0.0
variant_5077,4.0,7.0,0.0
variant_5078,14.0,21.0,7.0
variant_5079,10.0,2.0,0.0
variant_5080,6.0,3.0,0.0
variant_5081,7.0,0.0,0.0
variant_5082,3.0,2.0,1.0
variant_5083,3.0,0.0,0.0
variant_5084,5.0,3.0,1.0
variant_5085,13.0,1.0,0.0
variant_5086,1.0,0.0,0.0
variant_5087,3.0,0.0,0.0
variant_5088,8.0,12.0,2.0
variant_5089,3.0,26.0,9.0
variant_5090,9.0,14.0,1.0
variant_5091,4.0,2.0,2.0
variant_5092,10.0,0.0,0.0
variant_5093,1.0,0.0,0.0
variant_5094,1.0,0.0,0.0
variant_5095,1.0,0.0,0.0
variant_5096,5.0,15.0,8.0
variant_5097,4.0,0.0,0.0
variant_5098,1.0,0.0,0.0
variant_5099,8.0,40.0,5.0
variant_5100,3.0,0.0,0.0
variant_5101,1.0,0.0,0.0
variant_5102,2.0,13.0,0.0
variant_5103,1.0,0.0,0.0
variant_5104,1.0,0.0,0.0
variant_5105,10.0,0.0,0.0
variant_5106,2.0,0.0,0.0
variant_5107,20.0,417.0,1856.0
variant_5108,1.0,0.0,0.0
variant_5109,1.0,0.0,0.0
variant_5110,1.0,4.0,0.0
variant_5111,7.0,2.0,0.0
variant_5112,1.0,3.0,0.0
variant_5113,1.0,0.0,0.0
variant_5114,10.0,18.0,2.0
variant_5115,4.0,0.0,0.0
variant_5116,10.0,0.0,0.0
variant_5117,1.0,0.0,0.0
variant_5118,1.0,0.0,0.0
variant_5119,1.0,0.0,0.0
variant_5120,15.0,7.0,0.0
variant_5121,2.0,1.0,0.0
variant_5122,6.0,3.0,0.0
variant_5123,22.0,3.0,1.0
variant_5124,14.0,6.0,0.0
variant_5125,1.0,0.0,0.0
variant_5126,10.0,7.0,5.0
variant_5127,2.0,2.0,0.0
variant_5128,1.0,0.0,0.0
variant_5129,5.0,0.0,0.0
variant_5130,1.0,0.0,0.0
variant_5131,4.0,0.0,0.0
variant_5132,2.0,0.0,0.0
variant_5133,2.0,0.0,0.0
variant_5134,2.0,4.0,0.0
variant_5135,12.0,0.0,0.0
variant_5136,1.0,0.0,0.0
variant_5137,9.0,0.0,0.0
variant_5138,16.0,12.0,0.0
variant_5139,6.0,0.0,0.0
variant_5140,1.0,0.0,0.0
variant_5141,8.0,2.0,0.0
variant_5142,8.0,7.0,3.0
variant_5143,2.0,3.0,1.0
variant_5144,5.0,1.0,0.0
variant_5145,1.0,0.0,0.0
variant_5146,1.0,0.0,0.0
variant_5147,6.0,5.0,0.0
variant_5148,4.0,0.0,0.0
variant_5149,1.0,0.0,0.0
variant_5150,7.0,12.0,0.0
variant_5151,6.0,5.0,0.0
variant_5152,2.0,0.0,0.0
variant_5153,5.0,0.0,0.0
variant_5154,17.0,0.0,0.0
variant_5155,5.0,2.0,1.0
variant_5156,7.0,4.0,0.0
variant_5157,4.0,2.0,0.0
variant_5158,1.0,0.0,0.0
variant_5159,3.0,0.0,0.0
variant_5160,1.0,0.0,0.0
variant_5161,5.0,0.0,0.0
variant_5162,17.0,16.0,1.0
variant_5163,1.0,0.0,0.0
variant_5164,4.0,0.0,0.0
variant_5165,6.0,12.0,3.0
variant_5166,1.0,0.0,0.0
variant_5167,7.0,3.0,0.0
variant_5168,3.0,0.0,0.0
variant_5169,1.0,0.0,0.0
variant_5170,5.0,0.0,0.0
variant_5171,9.0,12.0,2.0
variant_5172,4.0,0.0,0.0
variant_5173,1.0,0.0,0.0
variant_5174,4.0,1.0,0.0
variant_5175,3.0,0.0,0.0
variant_5176,1.0,0.0,0.0
variant_5177,1.0,0.0,0.0
variant_5178,2.0,0.0,0.0
variant_5179,6.0,1.0,0.0
variant_5180,7.0,14.0,2.0
variant_5181,1.0,0.0,0.0
variant_5182,1.0,0.0,0.0
variant_5183,8.0,0.0,0.0
variant_5184,1.0,0.0,0.0
variant_5185,4.0,0.0,0.0
variant_5186,17.0,27.0,11.0
variant_5187,6.0,0.0,0.0
variant_5188,9.0,5.0,0.0
variant_5189,10.0,0.0,0.0
variant_5190,5.0,0.0,0.0
variant_5191,8.0,1.0,0.0
variant_5192,1.0,0.0,0.0
variant_5193,1.0,0.0,0.0
variant_5194,1.0,0.0,0.0
variant_5195,1.0,0.0,0.0
variant_5196,1.0,0.0,0.0
variant_5197,6.0,11.0,6.0
variant_5198,12.0,0.0,0.0
variant_5199,12.0,18.0,8.0
variant_5200,10.0,2.0,0.0
variant_5201,1.0,0.0,0.0
variant_5202,1.0,0.0,0.0
variant_5203,14.0,1.0,0.0
variant_5204,1.0,0.0,0.0
variant_5205,1.0,0.0,0.0
variant_5206,1.0,0.0,0.0
variant_5207,7.0,3.0,0.0
variant_5208,2.0,0.0,0.0
variant_5209,4.0,0.0,0.0
variant_5210,1.0,0.0,0.0
variant_5211,1.0,0.0,0.0
variant_5212,10.0,7.0,0.0
variant_5213,6.0,0.0,0.0
variant_5214,2.0,2.0,0.0
variant_5215,4.0,0.0,0.0
variant_5216,1.0,0.0,0.0
variant_5217,3.0,0.0,0.0
variant_5218,1.0,1.0,1.0
variant_5219,1.0,0.0,0.0
variant_5220,3.0,0.0,0.0
variant_5221,1.0,0.0,0.0
variant_5222,7.0,2.0,0.0
variant_5223,4.0,0.0,0.0
variant_5224,7.0,4.0,0.0
variant_5225,1.0,0.0,0.0
variant_5226,1.0,0.0,0.0
variant_5227,4.0,0.0,0.0
variant_5228,1.0,0.0,0.0
variant_5229,11.0,0.0,0.0
variant_5230,5.0,0.0,0.0
variant_5231,2.0,0.0,0.0
variant_5232,7.0,11.0,3.0
variant_5233,4.0,0.0,0.0
variant_5234,1.0,0.0,0.0
variant_5235,1.0,0.0,0.0
variant_5236,2.0,5.0,0.0
variant_5237,7.0,23.0,6.0
variant_5238,1.0,0.0,0.0
variant_5239,1.0,0.0,0.0
variant_5240,6.0,4.0,1.0
variant_5241,1.0,0.0,0.0
variant_5242,3.0,0.0,0.0
variant_5243,13.0,39.0,26.0
variant_5244,1.0,0.0,0.0
variant_5245,20.0,9.0,0.0
variant_5246,6.0,1.0,1.0
variant_5247,1.0,0.0,0.0
variant_5248,1.0,0.0,0.0
variant_5249,10.0,24.0,13.0
variant_5250,1.0,0.0,0.0
variant_5251,1.0,0.0,0.0
variant_5252,5.0,0.0,0.0
variant_5253,8.0,8.0,0.0
variant_5254,6.0,8.0,0.0
variant_5255,4.0,8.0,0.0
variant_5256,7.0,7.0,1.0
variant_5257,7.0,9.0,3.0
variant_5258,1.0,0.0,0.0
variant_5259,4.0,1.0,1.0
variant_5260,1.0,0.0,0.0
variant_5261,2.0,2.0,0.0
variant_5262,3.0,7.0,1.0
variant_5263,5.0,0.0,0.0
variant_5264,8.0,3.0,0.0
variant_5265,2.0,0.0,0.0
variant_5266,2.0,9.0,0.0
variant_5267,4.0,0.0,0.0
variant_5268,1.0,1.0,0.0
variant_5269,1.0,0.0,0.0
variant_5270,6.0,4.0,3.0
variant_5271,3.0,4.0,2.0
variant_5272,10.0,8.0,0.0
variant_5273,4.0,0.0,0.0
variant_5274,1.0,0.0,0.0
variant_5275,7.0,9.0,0.0
variant_5276,9.0,0.0,0.0
variant_5277,6.0,0.0,0.0
variant_5278,8.0,0.0,0.0
variant_5279,5.0,7.0,1.0
variant_5280,1.0,0.0,0.0
variant_5281,1.0,0.0,0.0
variant_5282,3.0,0.0,0.0
variant_5283,1.0,0.0,0.0
variant_5284,3.0,2.0,0.0
variant_5285,16.0,6.0,3.0
variant_5286,6.0,2.0,0.0
variant_5287,9.0,10.0,4.0
variant_5288,1.0,1.0,0.0
variant_5289,2.0,0.0,0.0
variant_5290,11.0,6.0,1.0
variant_5291,7.0,14.0,5.0
variant_5292,15.0,11.0,6.0
variant_5293,1.0,0.0,0.0
variant_5294,4.0,2.0,0.0
variant_5295,1.0,1.0,0.0
variant_5296,4.0,5.0,1.0
variant_5297,1.0,0.0,0.0
variant_5298,19.0,5.0,2.0
variant_5299,1.0,0.0,0.0
variant_5300,1.0,0.0,0.0
variant_5301,10.0,33.0,14.0
variant_5302,1.0,0.0,0.0
variant_5303,1.0,0.0,0.0
variant_5304,5.0,3.0,1.0
variant_5305,1.0,0.0,0.0
variant_5306,8.0,0.0,0.0
variant_5307,10.0,12.0,6.0
variant_5308,5.0,0.0,0.0
variant_5309,1.0,0.0,0.0
variant_5310,1.0,0.0,0.0
variant_5311,2.0,0.0,0.0
variant_5312,7.0,7.0,0.0
variant_5313,1.0,0.0,0.0
variant_5314,10.0,5.0,0.0
variant_5315,1.0,0.0,0.0
variant_5316,1.0,0.0,0.0
variant_5317,9.0,0.0,0.0
variant_5318,15.0,15.0,2.0
variant_5319,3.0,0.0,0.0
variant_5320,1.0,0.0,0.0
variant_5321,10.0,2.0,2.0
variant_5322,4.0,0.0,0.0
variant_5323,7.0,0.0,0.0
variant_5324,1.0,0.0,0.0
variant_5325,5.0,1.0,0.0
variant_5326,3.0,0.0,0.0
variant_5327,26.0,2.0,0.0
variant_5328,1.0,0.0,0.0
variant_5329,2.0,0.0,0.0
variant_5330,1.0,0.0,0.0
variant_5331,1.0,0.0,0.0
variant_5332,2.0,0.0,2.0
variant_5333,2.0,0.0,0.0
variant_5334,3.0,2.0,3.0
variant_5335,1.0,0.0,0.0
variant_5336,4.0,8.0,2.0
variant_5337,3.0,0.0,0.0
variant_5338,1.0,0.0,0.0
variant_5339,5.0,27.0,1.0
variant_5340,5.0,4.0,0.0
variant_5341,6.0,0.0,0.0
variant_5342,11.0,21.0,3.0
variant_5343,1.0,0.0,0.0
variant_5344,15.0,0.0,0.0
variant_5345,1.0,0.0,0.0
variant_5346,1.0,0.0,0.0
variant_5347,16.0,2.0,0.0
variant_5348,4.0,5.0,0.0
variant_5349,4.0,1.0,0.0
variant_5350,13.0,22.0,6.0
variant_5351,7.0,1.0,0.0
variant_5352,5.0,1.0,0.0
variant_5353,1.0,0.0,0.0
variant_5354,1.0,0.0,0.0
variant_5355,14.0,0.0,0.0
variant_5356,1.0,0.0,0.0
variant_5357,3.0,14.0,2.0
variant_5358,4.0,0.0,0.0
variant_5359,1.0,0.0,0.0
variant_5360,6.0,3.0,2.0
variant_5361,21.0,47.0,24.0
variant_5362,6.0,10.0,8.0
variant_5363,4.0,3.0,0.0
variant_5364,5.0,0.0,0.0
variant_5365,8.0,0.0,0.0
variant_5366,1.0,0.0,0.0
variant_5367,10.0,4.0,4.0
variant_5368,1.0,0.0,0.0
variant_5369,1.0,0.0,0.0
variant_5370,16.0,17.0,174.0
variant_5371,1.0,0.0,0.0
variant_5372,8.0,11.0,2.0
variant_5373,1.0,0.0,0.0
variant_5374,12.0,14.0,1.0
variant_5375,7.0,0.0,0.0
variant_5376,7.0,13.0,2.0
variant_5377,2.0,4.0,1.0
variant_5378,2.0,0.0,0.0
variant_5379,1.0,0.0,0.0
variant_5380,3.0,3.0,6.0
variant_5381,1.0,0.0,0.0
variant_5382,1.0,0.0,0.0
variant_5383,7.0,17.0,3.0
variant_5384,3.0,9.0,7.0
variant_5385,7.0,22.0,7.0
variant_5386,8.0,0.0,0.0
variant_5387,1.0,1.0,0.0
variant_5388,4.0,4.0,0.0
variant_5389,11.0,5.0,0.0
variant_5390,2.0,1.0,0.0
variant_5391,7.0,9.0,0.0
variant_5392,4.0,12.0,5.0
variant_5393,2.0,0.0,0.0
variant_5394,1.0,1.0,0.0
variant_5395,1.0,0.0,0.0
variant_5396,3.0,3.0,0.0
variant_5397,6.0,3.0,2.0
variant_5398,1.0,0.0,0.0
variant_5399,4.0,2.0,0.0
variant_5400,5.0,5.0,0.0
variant_5401,2.0,0.0,0.0
variant_5402,7.0,1.0,0.0
variant_5403,7.0,0.0,0.0
variant_5404,18.0,10.0,1.0
variant_5405,10.0,6.0,0.0
variant_5406,8.0,3.0,5.0
variant_5407,5.0,0.0,0.0
variant_5408,2.0,0.0,0.0
variant_5409,7.0,4.0,0.0
variant_5410,14.0,15.0,1.0
variant_5411,2.0,0.0,0.0
variant_5412,6.0,0.0,0.0
variant_5413,2.0,4.0,0.0
variant_5414,2.0,3.0,0.0
variant_5415,1.0,0.0,0.0
variant_5416,1.0,0.0,0.0
variant_5417,1.0,0.0,0.0
variant_5418,1.0,0.0,0.0
variant_5419,1.0,0.0,0.0
variant_5420,2.0,0.0,0.0
variant_5421,11.0,86.0,57.0
variant_5422,5.0,0.0,0.0
variant_5423,1.0,0.0,0.0
variant_5424,9.0,13.0,0.0
variant_5425,2.0,4.0,0.0
variant_5426,3.0,0.0,0.0
variant_5427,1.0,0.0,0.0
variant_5428,5.0,9.0,1.0
variant_5429,6.0,0.0,0.0
variant_5430,15.0,3.0,5.0
variant_5431,1.0,0.0,0.0
variant_5432,7.0,0.0,0.0
variant_5433,1.0,0.0,0.0
variant_5434,9.0,2.0,0.0
variant_5435,5.0,0.0,1.0
variant_5436,6.0,14.0,2.0
variant_5437,1.0,0.0,0.0
variant_5438,1.0,0.0,0.0
variant_5439,1.0,0.0,0.0
variant_5440,9.0,2.0,1.0
variant_5441,1.0,0.0,0.0
variant_5442,10.0,1.0,0.0
variant_5443,1.0,0.0,0.0
variant_5444,1.0,0.0,0.0
variant_5445,11.0,21.0,3.0
variant_5446,6.0,0.0,0.0
variant_5447,16.0,24.0,3.0
variant_5448,1.0,0.0,0.0
variant_5449,6.0,0.0,0.0
variant_5450,2.0,0.0,0.0
variant_5451,5.0,0.0,0.0
variant_5452,1.0,0.0,0.0
variant_5453,2.0,0.0,0.0
variant_5454,14.0,2.0,0.0
variant_5455,3.0,7.0,3.0
variant_5456,1.0,2.0,2.0
variant_5457,6.0,0.0,0.0
variant_5458,7.0,0.0,0.0
variant_5459,1.0,0.0,0.0
variant_5460,12.0,9.0,1.0
variant_5461,1.0,2.0,0.0
variant_5462,10.0,1.0,0.0
variant_5463,1.0,0.0,0.0
variant_5464,3.0,1.0,0.0
variant_5465,1.0,0.0,0.0
variant_5466,1.0,3.0,1.0
variant_5467,13.0,19.0,6.0
variant_5468,1.0,1.0,0.0
variant_5469,1.0,0.0,0.0
variant_5470,1.0,0.0,0.0
variant_5471,10.0,2.0,0.0
variant_5472,15.0,20.0,14.0
variant_5473,1.0,0.0,0.0
variant_5474,3.0,0.0,0.0
variant_5475,10.0,8.0,0.0
variant_5476,3.0,0.0,0.0
variant_5477,4.0,2.0,0.0
variant_5478,5.0,8.0,4.0
variant_5479,3.0,0.0,0.0
variant_5480,3.0,2.0,0.0
variant_5481,1.0,0.0,0.0
variant_5482,2.0,0.0,0.0
variant_5483,1.0,0.0,0.0
variant_5484,1.0,0.0,0.0
variant_5485,7.0,4.0,1.0
variant_5486,7.0,29.0,6.0
variant_5487,14.0,41.0,14.0
variant_5488,6.0,44.0,6.0
variant_5489,1.0,3.0,1.0
variant_5490,2.0,5.0,3.0
variant_5491,9.0,15.0,6.0
variant_5492,1.0,0.0,0.0
variant_5493,1.0,0.0,0.0
variant_5494,1.0,0.0,0.0
variant_5495,5.0,27.0,3.0
variant_5496,13.0,2.0,0.0
variant_5497,4.0,0.0,0.0
variant_5498,6.0,0.0,0.0
variant_5499,13.0,0.0,0.0
variant_5500,4.0,0.0,0.0
variant_5501,4.0,9.0,0.0
variant_5502,1.0,0.0,0.0
variant_5503,1.0,0.0,0.0
variant_5504,1.0,0.0,0.0
variant_5505,3.0,0.0,0.0
variant_5506,6.0,0.0,0.0
variant_5507,6.0,17.0,9.0
variant_5508,1.0,0.0,0.0
variant_5509,11.0,0.0,0.0
variant_5510,1.0,0.0,0.0
variant_5511,2.0,0.0,0.0
variant_5512,1.0,2.0,0.0
variant_5513,3.0,0.0,0.0
variant_5514,1.0,0.0,0.0
variant_5515,10.0,0.0,0.0
variant_5516,3.0,10.0,0.0
variant_5517,2.0,0.0,0.0
variant_5518,1.0,0.0,0.0
variant_5519,1.0,0.0,0.0
variant_5520,17.0,16.0,4.0
variant_5521,12.0,0.0,0.0
variant_5522,5.0,3.0,0.0
variant_5523,2.0,0.0,0.0
variant_5524,1.0,0.0,0.0
variant_5525,12.0,21.0,1.0
variant_5526,1.0,0.0,0.0
variant_5527,1.0,2.0,0.0
variant_5528,10.0,10.0,0.0
variant_5529,13.0,9.0,0.0
variant_5530,2.0,0.0,0.0
variant_5531,1.0,0.0,0.0
variant_5532,19.0,12.0,78.0
variant_5533,4.0,3.0,0.0
variant_5534,2.0,1.0,0.0
variant_5535,14.0,14.0,7.0
variant_5536,6.0,0.0,0.0
variant_5537,19.0,25.0,6.0
variant_5538,7.0,0.0,0.0
variant_5539,3.0,9.0,3.0
variant_5540,1.0,0.0,0.0
variant_5541,1.0,0.0,0.0
variant_5542,1.0,0.0,0.0
variant_5543,13.0,5.0,0.0
variant_5544,1.0,0.0,0.0
variant_5545,10.0,0.0,0.0
variant_5546,5.0,0.0,0.0
variant_5547,1.0,0.0,0.0
variant_5548,1.0,0.0,0.0
variant_5549,13.0,25.0,16.0
variant_5550,1.0,1.0,0.0
variant_5551,9.0,9.0,2.0
variant_5552,11.0,10.0,2.0
variant_5553,24.0,5.0,1.0
variant_5554,2.0,0.0,0.0
variant_5555,1.0,0.0,0.0
variant_5556,1.0,0.0,0.0
variant_5557,5.0,2.0,0.0
variant_5558,6.0,10.0,2.0
variant_5559,1.0,0.0,0.0
variant_5560,1.0,0.0,0.0
variant_5561,5.0,16.0,10.0
variant_5562,10.0,0.0,0.0
variant_5563,10.0,2.0,0.0
variant_5564,1.0,1.0,0.0
variant_5565,1.0,0.0,0.0
variant_5566,10.0,0.0,0.0
variant_5567,62.0,32.0,3.0
variant_5568,1.0,0.0,0.0
variant_5569,1.0,1.0,0.0
variant_5570,1.0,0.0,0.0
variant_5571,1.0,0.0,0.0
variant_5572,11.0,49.0,46.0
variant_5573,1.0,0.0,0.0
variant_5574,2.0,0.0,0.0
variant_5575,1.0,0.0,0.0
variant_5576,1.0,0.0,1.0
variant_5577,4.0,3.0,0.0
variant_5578,5.0,13.0,4.0
variant_5579,2.0,0.0,0.0
variant_5580,3.0,0.0,0.0
variant_5581,1.0,0.0,0.0
variant_5582,3.0,0.0,0.0
variant_5583,2.0,0.0,0.0
variant_5584,2.0,0.0,0.0
variant_5585,7.0,0.0,0.0
variant_5586,13.0,12.0,0.0
variant_5587,5.0,7.0,4.0
variant_5588,2.0,2.0,0.0
variant_5589,6.0,7.0,0.0
variant_5590,1.0,0.0,0.0
variant_5591,12.0,3.0,0.0
variant_5592,1.0,0.0,0.0
variant_5593,1.0,0.0,0.0
variant_5594,4.0,0.0,0.0
variant_5595,1.0,1.0,0.0
variant_5596,1.0,0.0,0.0
variant_5597,1.0,0.0,0.0
variant_5598,1.0,0.0,0.0
variant_5599,2.0,0.0,0.0
variant_5600,1.0,0.0,0.0
variant_5601,6.0,13.0,1.0
variant_5602,7.0,3.0,0.0
variant_5603,1.0,0.0,0.0
variant_5604,2.0,13.0,5.0
variant_5605,1.0,0.0,0.0
variant_5606,8.0,13.0,1.0
variant_5607,4.0,7.0,0.0
variant_5608,8.0,7.0,8.0
variant_5609,8.0,4.0,1.0
variant_5610,10.0,1.0,0.0
variant_5611,3.0,7.0,0.0
variant_5612,6.0,1.0,0.0
variant_5613,1.0,0.0,0.0
variant_5614,8.0,5.0,0.0
variant_5615,8.0,2.0,0.0
variant_5616,4.0,0.0,0.0
variant_5617,1.0,1.0,0.0
variant_5618,1.0,0.0,0.0
variant_5619,74.0,23.0,0.0
variant_5620,13.0,1.0,0.0
variant_5621,1.0,0.0,0.0
variant_5622,53.0,82.0,17.0
variant_5623,1.0,0.0,0.0
variant_5624,8.0,4.0,0.0
variant_5625,9.0,9.0,0.0
variant_5626,18.0,27.0,9.0
variant_5627,2.0,5.0,0.0
variant_5628,3.0,0.0,0.0
variant_5629,3.0,0.0,0.0
variant_5630,2.0,0.0,0.0
variant_5631,1.0,1.0,0.0
variant_5632,5.0,5.0,0.0
variant_5633,1.0,0.0,0.0
variant_5634,3.0,0.0,0.0
variant_5635,1.0,0.0,0.0
variant_5636,2.0,0.0,0.0
variant_5637,13.0,1.0,0.0
variant_5638,12.0,9.0,1.0
variant_5639,11.0,27.0,19.0
variant_5640,7.0,5.0,0.0
variant_5641,1.0,0.0,0.0
variant_5642,1.0,0.0,0.0
variant_5643,9.0,12.0,1.0
variant_5644,4.0,13.0,1.0
variant_5645,1.0,0.0,0.0
variant_5646,8.0,0.0,0.0
variant_5647,5.0,0.0,0.0
variant_5648,2.0,1.0,0.0
variant_5649,1.0,0.0,0.0
variant_5650,2.0,9.0,4.0
variant_5651,1.0,0.0,0.0
variant_5652,47.0,28.0,2.0
variant_5653,10.0,9.0,1.0
variant_5654,4.0,0.0,0.0
variant_5655,6.0,6.0,3.0
variant_5656,1.0,6.0,12.0
variant_5657,5.0,0.0,0.0
variant_5658,5.0,0.0,0.0
variant_5659,3.0,1.0,0.0
variant_5660,8.0,4.0,0.0
variant_5661,7.0,0.0,0.0
variant_5662,6.0,4.0,4.0
variant_5663,6.0,9.0,4.0
variant_5664,10.0,6.0,0.0
variant_5665,3.0,0.0,0.0
variant_5666,10.0,0.0,0.0
variant_5667,12.0,26.0,2.0
variant_5668,1.0,0.0,0.0
variant_5669,2.0,0.0,0.0
variant_5670,2.0,0.0,0.0
variant_5671,17.0,0.0,0.0
variant_5672,1.0,0.0,0.0
variant_5673,14.0,0.0,0.0
variant_5674,1.0,0.0,0.0
variant_5675,1.0,0.0,0.0
variant_5676,4.0,0.0,0.0
variant_5677,5.0,0.0,0.0
variant_5678,8.0,0.0,0.0
variant_5679,9.0,1.0,0.0
variant_5680,7.0,6.0,0.0
variant_5681,7.0,23.0,19.0
variant_5682,4.0,11.0,4.0
variant_5683,10.0,24.0,1.0
variant_5684,3.0,8.0,2.0
variant_5685,7.0,0.0,0.0
variant_5686,4.0,8.0,1.0
variant_5687,4.0,3.0,0.0
variant_5688,4.0,9.0,1.0
variant_5689,1.0,0.0,1.0
variant_5690,6.0,0.0,0.0
variant_5691,9.0,11.0,2.0
variant_5692,11.0,6.0,3.0
variant_5693,5.0,1.0,0.0
variant_5694,1.0,0.0,0.0
variant_5695,9.0,0.0,0.0
variant_5696,1.0,0.0,0.0
variant_5697,9.0,6.0,4.0
variant_5698,1.0,0.0,0.0
variant_5699,1.0,0.0,0.0
variant_5700,7.0,0.0,0.0
variant_5701,14.0,0.0,0.0
variant_5702,4.0,0.0,0.0
variant_5703,7.0,15.0,0.0
variant_5704,3.0,0.0,0.0
variant_5705,4.0,30.0,14.0
variant_5706,9.0,2.0,0.0
variant_5707,1.0,0.0,0.0
variant_5708,1.0,0.0,0.0
variant_5709,1.0,0.0,0.0
variant_5710,8.0,9.0,2.0
variant_5711,1.0,0.0,0.0
variant_5712,1.0,0.0,0.0
variant_5713,22.0,3.0,0.0
variant_5714,10.0,7.0,1.0
