,c_0,c_1,c_2,c_3,c_4,c_5
variant_5491,316.0,97.0,60.0,97.0,98.0,83.0
variant_5492,443.0,81.0,38.0,57.0,61.0,46.0
variant_5493,1310.0,367.0,164.0,330.0,430.0,221.0
variant_5494,1001.0,65.0,24.0,34.0,50.0,5.0
variant_5495,258.0,21.0,12.0,11.0,17.0,4.0
variant_5496,1498.0,471.0,210.0,399.0,542.0,235.0
variant_5497,2018.0,986.0,874.0,2385.0,3576.0,1624.0
variant_5498,4.0,0.0,0.0,0.0,0.0,0.0
variant_5499,1948.0,295.0,124.0,224.0,224.0,81.0
variant_5500,1588.0,599.0,354.0,759.0,997.0,385.0
variant_5501,454.0,161.0,75.0,139.0,151.0,50.0
variant_5502,20.0,0.0,0.0,0.0,0.0,0.0
variant_5503,118.0,3.0,0.0,0.0,0.0,0.0
variant_5504,152.0,18.0,3.0,0.0,4.0,1.0
variant_5505,234.0,28.0,14.0,11.0,3.0,0.0
variant_5506,357.0,135.0,48.0,100.0,71.0,34.0
variant_5507,137.0,11.0,0.0,3.0,0.0,0.0
variant_5508,742.0,223.0,109.0,262.0,282.0,159.0
variant_5509,22.0,0.0,0.0,0.0,0.0,0.0
variant_5510,71.0,8.0,1.0,0.0,0.0,0.0
variant_5511,177.0,39.0,13.0,11.0,19.0,3.0
variant_5512,2391.0,267.0,98.0,211.0,268.0,242.0
variant_5513,285.0,24.0,19.0,18.0,0.0,3.0
variant_5514,3032.0,529.0,306.0,534.0,670.0,404.0
variant_5515,3046.0,422.0,216.0,512.0,690.0,244.0
variant_5516,943.0,869.0,1177.0,6275.0,17078.0,21274.0
variant_5517,232.0,16.0,5.0,8.0,8.0,3.0
variant_5518,73.0,2.0,0.0,0.0,0.0,0.0
variant_5519,3507.0,584.0,243.0,338.0,420.0,187.0
variant_5520,214.0,31.0,10.0,22.0,29.0,12.0
variant_5521,249.0,25.0,7.0,2.0,0.0,0.0
variant_5522,215.0,6.0,2.0,0.0,0.0,1.0
variant_5523,341.0,80.0,23.0,37.0,70.0,13.0
variant_5524,292.0,154.0,110.0,184.0,246.0,90.0
variant_5525,2960.0,741.0,388.0,660.0,892.0,366.0
variant_5526,111.0,16.0,11.0,17.0,12.0,0.0
variant_5527,116.0,0.0,0.0,0.0,0.0,0.0
variant_5528,25.0,0.0,0.0,0.0,0.0,0.0
variant_5529,2339.0,641.0,348.0,770.0,1122.0,512.0
variant_5530,61.0,1.0,2.0,0.0,0.0,0.0
variant_5531,359.0,55.0,46.0,57.0,36.0,7.0
variant_5532,5333.0,1760.0,1350.0,2686.0,3985.0,2459.0
variant_5533,817.0,164.0,80.0,126.0,76.0,28.0
variant_5534,118.0,14.0,1.0,0.0,0.0,0.0
variant_5535,139.0,24.0,5.0,3.0,0.0,6.0
variant_5536,43.0,0.0,0.0,0.0,0.0,0.0
variant_5537,465.0,138.0,99.0,227.0,262.0,145.0
variant_5538,319.0,117.0,47.0,50.0,74.0,31.0
variant_5539,572.0,131.0,60.0,48.0,25.0,28.0
variant_5540,213.0,103.0,53.0,30.0,22.0,6.0
variant_5541,19.0,4.0,0.0,0.0,0.0,0.0
variant_5542,323.0,143.0,127.0,284.0,389.0,158.0
variant_5543,3260.0,905.0,544.0,1022.0,1566.0,894.0
variant_5544,354.0,58.0,52.0,57.0,38.0,24.0
variant_5545,77.0,6.0,0.0,0.0,0.0,0.0
variant_5546,479.0,203.0,147.0,238.0,324.0,223.0
variant_5547,106.0,13.0,0.0,0.0,0.0,0.0
variant_5548,300.0,69.0,34.0,58.0,64.0,23.0
variant_5549,31.0,1.0,0.0,0.0,0.0,0.0
variant_5550,2537.0,347.0,165.0,256.0,220.0,132.0
variant_5551,575.0,108.0,13.0,47.0,26.0,3.0
variant_5552,9.0,0.0,0.0,0.0,0.0,0.0
variant_5553,59.0,0.0,0.0,0.0,0.0,0.0
variant_5554,175.0,6.0,4.0,0.0,0.0,0.0
variant_5555,141.0,6.0,6.0,0.0,0.0,0.0
variant_5556,196.0,9.0,0.0,0.0,0.0,0.0
variant_5557,7.0,0.0,0.0,0.0,0.0,0.0
variant_5558,157.0,17.0,1.0,0.0,0.0,0.0
variant_5559,310.0,128.0,142.0,252.0,201.0,74.0
variant_5560,252.0,11.0,4.0,0.0,0.0,0.0
variant_5561,197.0,24.0,11.0,3.0,0.0,0.0
variant_5562,101.0,1.0,0.0,0.0,0.0,0.0
variant_5563,330.0,57.0,14.0,24.0,35.0,11.0
variant_5564,194.0,0.0,1.0,0.0,0.0,0.0
variant_5565,33.0,7.0,8.0,11.0,15.0,17.0
variant_5566,171.0,4.0,0.0,0.0,0.0,0.0
variant_5567,37.0,4.0,4.0,9.0,13.0,0.0
variant_5568,617.0,185.0,126.0,304.0,259.0,124.0
variant_5569,434.0,75.0,71.0,94.0,76.0,38.0
variant_5570,333.0,15.0,1.0,27.0,12.0,11.0
variant_5571,681.0,152.0,66.0,112.0,127.0,42.0
variant_5572,22.0,0.0,0.0,0.0,0.0,0.0
variant_5573,650.0,88.0,41.0,70.0,74.0,17.0
variant_5574,181.0,6.0,6.0,1.0,0.0,0.0
variant_5575,1072.0,256.0,154.0,294.0,321.0,127.0
variant_5576,623.0,45.0,27.0,33.0,15.0,2.0
variant_5577,708.0,223.0,131.0,283.0,453.0,237.0
variant_5578,159.0,2.0,0.0,0.0,0.0,0.0
variant_5579,161.0,4.0,0.0,0.0,0.0,0.0
variant_5580,535.0,52.0,11.0,3.0,0.0,0.0
variant_5581,86.0,1.0,0.0,0.0,0.0,0.0
variant_5582,143.0,6.0,0.0,0.0,0.0,0.0
variant_5583,91.0,18.0,3.0,0.0,0.0,0.0
variant_5584,16.0,0.0,0.0,0.0,0.0,0.0
variant_5585,372.0,50.0,25.0,90.0,93.0,51.0
variant_5586,1287.0,370.0,175.0,339.0,340.0,164.0
variant_5587,95.0,5.0,0.0,0.0,0.0,0.0
variant_5588,46.0,3.0,0.0,0.0,0.0,0.0
variant_5589,125.0,8.0,2.0,0.0,0.0,0.0
variant_5590,278.0,11.0,6.0,9.0,1.0,0.0
variant_5591,4.0,0.0,0.0,0.0,0.0,0.0
variant_5592,67.0,23.0,1.0,2.0,0.0,0.0
variant_5593,944.0,158.0,83.0,240.0,141.0,52.0
variant_5594,955.0,226.0,156.0,350.0,304.0,152.0
variant_5595,235.0,20.0,7.0,15.0,13.0,2.0
variant_5596,1116.0,152.0,56.0,38.0,23.0,7.0
variant_5597,209.0,58.0,18.0,24.0,20.0,2.0
variant_5598,544.0,40.0,15.0,5.0,0.0,0.0
variant_5599,320.0,43.0,10.0,3.0,3.0,0.0
variant_5600,490.0,182.0,90.0,105.0,137.0,72.0
variant_5601,202.0,2.0,3.0,5.0,0.0,0.0
variant_5602,1005.0,131.0,53.0,122.0,52.0,11.0
variant_5603,312.0,25.0,7.0,11.0,14.0,1.0
variant_5604,268.0,86.0,93.0,141.0,204.0,92.0
variant_5605,943.0,122.0,75.0,159.0,174.0,59.0
variant_5606,279.0,53.0,49.0,133.0,116.0,50.0
variant_5607,102.0,0.0,0.0,0.0,0.0,0.0
variant_5608,116.0,1.0,0.0,0.0,0.0,0.0
variant_5609,7766.0,1300.0,602.0,799.0,686.0,282.0
variant_5610,138.0,3.0,0.0,0.0,0.0,0.0
variant_5611,182.0,10.0,0.0,0.0,0.0,0.0
variant_5612,171.0,6.0,1.0,0.0,0.0,0.0
variant_5613,312.0,75.0,55.0,49.0,43.0,6.0
variant_5614,448.0,71.0,21.0,23.0,6.0,7.0
variant_5615,154.0,29.0,2.0,3.0,0.0,0.0
variant_5616,212.0,27.0,7.0,0.0,0.0,0.0
variant_5617,630.0,71.0,73.0,78.0,123.0,44.0
variant_5618,398.0,41.0,27.0,15.0,4.0,2.0
variant_5619,249.0,16.0,4.0,0.0,0.0,0.0
variant_5620,201.0,9.0,1.0,0.0,0.0,0.0
variant_5621,66.0,26.0,0.0,0.0,0.0,0.0
variant_5622,241.0,11.0,1.0,0.0,0.0,0.0
variant_5623,918.0,243.0,51.0,48.0,47.0,11.0
variant_5624,181.0,25.0,2.0,3.0,1.0,0.0
variant_5625,184.0,69.0,33.0,49.0,62.0,19.0
variant_5626,358.0,37.0,16.0,20.0,5.0,0.0
variant_5627,303.0,24.0,0.0,0.0,0.0,0.0
variant_5628,615.0,99.0,74.0,95.0,61.0,10.0
variant_5629,40.0,0.0,0.0,0.0,0.0,0.0
variant_5630,131.0,6.0,9.0,5.0,7.0,1.0
variant_5631,248.0,19.0,5.0,0.0,0.0,0.0
variant_5632,39.0,1.0,0.0,0.0,0.0,0.0
variant_5633,168.0,6.0,4.0,13.0,17.0,2.0
variant_5634,2.0,0.0,0.0,0.0,0.0,0.0
variant_5635,186.0,5.0,5.0,0.0,0.0,0.0
variant_5636,70.0,1.0,0.0,0.0,0.0,0.0
variant_5637,179.0,28.0,3.0,0.0,0.0,0.0
variant_5638,328.0,108.0,72.0,139.0,125.0,78.0
variant_5639,56.0,5.0,0.0,0.0,0.0,0.0
variant_5640,274.0,71.0,41.0,97.0,70.0,18.0
variant_5641,147.0,11.0,0.0,2.0,0.0,0.0
variant_5642,275.0,6.0,0.0,0.0,0.0,0.0
variant_5643,101.0,0.0,0.0,0.0,0.0,0.0
variant_5644,167.0,21.0,9.0,6.0,2.0,0.0
variant_5645,70.0,2.0,0.0,0.0,0.0,0.0
variant_5646,207.0,12.0,4.0,2.0,0.0,0.0
variant_5647,52.0,3.0,1.0,0.0,0.0,0.0
variant_5648,8.0,0.0,0.0,0.0,0.0,0.0
variant_5649,260.0,102.0,49.0,66.0,68.0,27.0
variant_5650,380.0,59.0,12.0,38.0,27.0,7.0
variant_5651,153.0,4.0,0.0,0.0,0.0,0.0
variant_5652,75.0,1.0,0.0,0.0,0.0,0.0
variant_5653,73.0,0.0,0.0,0.0,0.0,0.0
variant_5654,149.0,6.0,3.0,0.0,0.0,0.0
variant_5655,940.0,94.0,15.0,23.0,24.0,4.0
variant_5656,301.0,44.0,11.0,18.0,3.0,14.0
variant_5657,115.0,24.0,8.0,22.0,15.0,13.0
variant_5658,93.0,19.0,3.0,8.0,10.0,2.0
variant_5659,650.0,90.0,31.0,37.0,41.0,17.0
variant_5660,1421.0,279.0,164.0,429.0,607.0,546.0
variant_5661,127.0,23.0,13.0,24.0,19.0,5.0
variant_5662,266.0,52.0,2.0,2.0,0.0,0.0
variant_5663,237.0,31.0,12.0,18.0,3.0,15.0
variant_5664,353.0,124.0,171.0,647.0,931.0,708.0
variant_5665,5.0,0.0,0.0,0.0,0.0,0.0
variant_5666,193.0,45.0,35.0,102.0,109.0,47.0
variant_5667,183.0,11.0,1.0,0.0,0.0,0.0
variant_5668,141.0,20.0,0.0,0.0,0.0,0.0
variant_5669,467.0,120.0,93.0,144.0,179.0,76.0
variant_5670,89.0,9.0,0.0,0.0,0.0,0.0
variant_5671,78.0,10.0,0.0,0.0,0.0,0.0
variant_5672,32.0,1.0,0.0,0.0,0.0,0.0
variant_5673,157.0,26.0,12.0,18.0,1.0,0.0
variant_5674,822.0,99.0,36.0,49.0,29.0,4.0
variant_5675,72.0,0.0,0.0,0.0,0.0,0.0
variant_5676,3011.0,394.0,214.0,328.0,275.0,101.0
variant_5677,328.0,46.0,35.0,79.0,84.0,46.0
variant_5678,161.0,28.0,11.0,11.0,21.0,0.0
variant_5679,257.0,62.0,63.0,66.0,58.0,16.0
variant_5680,251.0,12.0,1.0,2.0,0.0,4.0
variant_5681,204.0,13.0,4.0,16.0,3.0,0.0
variant_5682,270.0,5.0,8.0,25.0,15.0,2.0
variant_5683,124.0,12.0,1.0,2.0,0.0,0.0
variant_5684,28.0,0.0,0.0,0.0,0.0,0.0
variant_5685,167.0,8.0,0.0,0.0,0.0,0.0
variant_5686,168.0,8.0,0.0,0.0,0.0,0.0
variant_5687,38.0,0.0,0.0,0.0,0.0,0.0
variant_5688,109.0,1.0,0.0,0.0,0.0,0.0
variant_5689,76.0,16.0,2.0,3.0,0.0,0.0
variant_5690,268.0,17.0,8.0,5.0,5.0,1.0
variant_5691,114.0,2.0,0.0,0.0,0.0,0.0
variant_5692,425.0,254.0,181.0,434.0,420.0,199.0
variant_5693,240.0,78.0,27.0,37.0,39.0,0.0
variant_5694,37.0,2.0,0.0,0.0,0.0,0.0
variant_5695,176.0,29.0,40.0,28.0,42.0,32.0
variant_5696,580.0,96.0,53.0,87.0,54.0,25.0
variant_5697,259.0,40.0,7.0,2.0,0.0,0.0
variant_5698,28.0,0.0,0.0,0.0,0.0,0.0
variant_5699,194.0,12.0,18.0,5.0,6.0,0.0
variant_5700,2197.0,655.0,375.0,882.0,1028.0,583.0
variant_5701,205.0,61.0,20.0,31.0,48.0,21.0
variant_5702,222.0,20.0,3.0,0.0,0.0,0.0
variant_5703,117.0,20.0,11.0,44.0,41.0,26.0
variant_5704,114.0,14.0,4.0,9.0,2.0,3.0
variant_5705,11.0,0.0,0.0,0.0,0.0,0.0
variant_5706,56.0,5.0,0.0,0.0,0.0,0.0
variant_5707,79.0,19.0,5.0,2.0,3.0,0.0
variant_5708,373.0,87.0,48.0,112.0,202.0,85.0
variant_5709,2.0,0.0,0.0,0.0,0.0,0.0
variant_5710,232.0,21.0,12.0,30.0,28.0,8.0
variant_5711,59.0,0.0,0.0,0.0,0.0,0.0
variant_5712,47.0,0.0,0.0,5.0,3.0,1.0
variant_5713,310.0,49.0,7.0,4.0,0.0,0.0
variant_5714,44.0,0.0,0.0,0.0,0.0,0.0
variant_5715,357.0,149.0,82.0,187.0,240.0,94.0
variant_5716,120.0,0.0,0.0,0.0,0.0,0.0
variant_5717,271.0,51.0,31.0,11.0,6.0,0.0
variant_5718,58.0,4.0,0.0,0.0,0.0,0.0
variant_5719,120.0,15.0,11.0,15.0,22.0,5.0
variant_5720,403.0,45.0,17.0,104.0,121.0,33.0
variant_5721,1033.0,262.0,103.0,318.0,417.0,164.0
variant_5722,71.0,0.0,0.0,0.0,0.0,0.0
variant_5723,2652.0,552.0,264.0,666.0,597.0,328.0
variant_5724,223.0,36.0,5.0,3.0,0.0,0.0
variant_5725,148.0,7.0,2.0,3.0,0.0,0.0
variant_5726,64.0,0.0,0.0,0.0,0.0,0.0
variant_5727,363.0,83.0,47.0,139.0,152.0,143.0
variant_5728,393.0,10.0,3.0,14.0,1.0,0.0
variant_5729,265.0,72.0,27.0,50.0,76.0,25.0
variant_5730,25.0,0.0,0.0,0.0,0.0,0.0
variant_5731,147.0,4.0,0.0,0.0,0.0,0.0
variant_5732,412.0,92.0,61.0,60.0,102.0,21.0
variant_5733,321.0,203.0,114.0,121.0,161.0,62.0
variant_5734,88.0,15.0,0.0,0.0,0.0,0.0
variant_5735,51.0,5.0,0.0,0.0,0.0,0.0
variant_5736,316.0,49.0,35.0,86.0,126.0,34.0
variant_5737,901.0,166.0,47.0,148.0,149.0,51.0
variant_5738,236.0,18.0,2.0,7.0,0.0,0.0
variant_5739,599.0,263.0,168.0,267.0,306.0,141.0
variant_5740,74.0,21.0,10.0,6.0,6.0,7.0
variant_5741,1315.0,154.0,43.0,56.0,63.0,11.0
variant_5742,448.0,113.0,31.0,48.0,76.0,39.0
variant_5743,83.0,0.0,0.0,0.0,0.0,0.0
variant_5744,14.0,0.0,0.0,0.0,0.0,0.0
variant_5745,220.0,44.0,32.0,41.0,37.0,27.0
variant_5746,231.0,21.0,4.0,15.0,12.0,0.0
variant_5747,510.0,149.0,114.0,312.0,449.0,318.0
variant_5748,159.0,14.0,4.0,0.0,0.0,0.0
variant_5749,993.0,362.0,232.0,377.0,398.0,157.0
variant_5750,429.0,46.0,14.0,14.0,16.0,9.0
variant_5751,802.0,171.0,70.0,90.0,66.0,32.0
variant_5752,540.0,62.0,29.0,60.0,43.0,10.0
variant_5753,970.0,76.0,38.0,44.0,39.0,27.0
variant_5754,78.0,7.0,0.0,0.0,0.0,0.0
variant_5755,17.0,0.0,0.0,0.0,0.0,0.0
variant_5756,225.0,8.0,1.0,3.0,1.0,5.0
variant_5757,84.0,1.0,0.0,0.0,0.0,0.0
variant_5758,646.0,168.0,74.0,87.0,35.0,25.0
variant_5759,628.0,311.0,203.0,415.0,458.0,211.0
variant_5760,28.0,1.0,2.0,0.0,0.0,0.0
variant_5761,61.0,0.0,0.0,0.0,0.0,0.0
variant_5762,230.0,8.0,1.0,0.0,0.0,0.0
variant_5763,327.0,26.0,2.0,2.0,0.0,0.0
variant_5764,453.0,173.0,79.0,214.0,269.0,128.0
variant_5765,51.0,1.0,0.0,0.0,0.0,0.0
variant_5766,200.0,11.0,16.0,20.0,13.0,2.0
variant_5767,55.0,0.0,0.0,0.0,0.0,0.0
variant_5768,129.0,34.0,24.0,28.0,43.0,23.0
variant_5769,11.0,0.0,0.0,0.0,0.0,0.0
variant_5770,889.0,247.0,184.0,376.0,476.0,220.0
variant_5771,134.0,6.0,0.0,0.0,0.0,0.0
variant_5772,14.0,0.0,0.0,0.0,0.0,0.0
variant_5773,51.0,2.0,0.0,0.0,0.0,0.0
variant_5774,389.0,71.0,30.0,54.0,72.0,13.0
variant_5775,57.0,3.0,1.0,0.0,0.0,0.0
variant_5776,155.0,18.0,13.0,10.0,7.0,8.0
variant_5777,197.0,20.0,30.0,38.0,22.0,27.0
variant_5778,545.0,46.0,11.0,14.0,14.0,4.0
variant_5779,730.0,293.0,205.0,454.0,508.0,189.0
variant_5780,29.0,0.0,0.0,0.0,0.0,0.0
variant_5781,24.0,0.0,0.0,0.0,0.0,0.0
variant_5782,445.0,114.0,50.0,134.0,149.0,158.0
variant_5783,38.0,4.0,0.0,0.0,0.0,0.0
variant_5784,1205.0,413.0,271.0,676.0,1028.0,512.0
variant_5785,264.0,7.0,4.0,0.0,1.0,0.0
variant_5786,41.0,0.0,0.0,0.0,0.0,0.0
variant_5787,84.0,5.0,0.0,0.0,0.0,0.0
variant_5788,126.0,0.0,0.0,0.0,0.0,0.0
variant_5789,229.0,62.0,8.0,5.0,0.0,0.0
variant_5790,223.0,9.0,3.0,4.0,5.0,2.0
variant_5791,147.0,9.0,1.0,0.0,0.0,0.0
variant_5792,205.0,12.0,0.0,0.0,0.0,0.0
variant_5793,71.0,1.0,0.0,0.0,0.0,0.0
variant_5794,2709.0,542.0,281.0,492.0,631.0,333.0
variant_5795,452.0,36.0,1.0,0.0,0.0,0.0
variant_5796,1117.0,236.0,155.0,288.0,365.0,189.0
variant_5797,1047.0,318.0,141.0,292.0,318.0,110.0
variant_5798,7.0,0.0,0.0,0.0,0.0,0.0
variant_5799,205.0,78.0,24.0,40.0,49.0,15.0
variant_5800,178.0,21.0,1.0,8.0,9.0,0.0
variant_5801,9463.0,2451.0,1498.0,3313.0,4149.0,2456.0
variant_5802,101.0,16.0,1.0,5.0,0.0,0.0
variant_5803,594.0,242.0,102.0,246.0,350.0,208.0
variant_5804,636.0,160.0,121.0,200.0,209.0,92.0
variant_5805,30.0,0.0,0.0,0.0,0.0,0.0
variant_5806,132.0,4.0,0.0,0.0,0.0,0.0
variant_5807,67.0,0.0,0.0,0.0,0.0,0.0
variant_5808,35.0,0.0,0.0,0.0,0.0,0.0
variant_5809,39.0,0.0,0.0,0.0,0.0,0.0
variant_5810,3.0,0.0,0.0,0.0,0.0,0.0
variant_5811,290.0,40.0,18.0,44.0,72.0,18.0
variant_5812,99.0,4.0,0.0,0.0,0.0,0.0
variant_5813,159.0,15.0,5.0,4.0,2.0,0.0
variant_5814,94.0,6.0,2.0,0.0,0.0,0.0
variant_5815,127.0,3.0,0.0,0.0,0.0,0.0
variant_5816,806.0,363.0,219.0,396.0,349.0,199.0
variant_5817,108.0,3.0,0.0,0.0,0.0,0.0
variant_5818,89.0,4.0,1.0,0.0,0.0,0.0
variant_5819,223.0,61.0,14.0,39.0,31.0,6.0
variant_5820,8.0,0.0,0.0,0.0,0.0,0.0
variant_5821,453.0,149.0,96.0,295.0,416.0,184.0
variant_5822,153.0,55.0,19.0,29.0,30.0,2.0
variant_5823,240.0,8.0,0.0,0.0,0.0,0.0
variant_5824,173.0,24.0,6.0,5.0,7.0,0.0
variant_5825,167.0,25.0,3.0,5.0,2.0,3.0
variant_5826,363.0,101.0,117.0,264.0,292.0,217.0
variant_5827,235.0,85.0,28.0,76.0,66.0,21.0
variant_5828,387.0,40.0,13.0,51.0,29.0,18.0
variant_5829,162.0,43.0,37.0,72.0,93.0,25.0
variant_5830,119.0,31.0,5.0,35.0,24.0,8.0
variant_5831,5.0,0.0,0.0,0.0,0.0,0.0
variant_5832,203.0,33.0,8.0,15.0,29.0,11.0
variant_5833,547.0,133.0,80.0,137.0,193.0,69.0
variant_5834,467.0,44.0,18.0,44.0,25.0,6.0
variant_5835,628.0,176.0,107.0,220.0,254.0,97.0
variant_5836,224.0,8.0,4.0,0.0,0.0,0.0
variant_5837,403.0,76.0,44.0,43.0,66.0,21.0
variant_5838,630.0,41.0,10.0,21.0,18.0,6.0
variant_5839,46.0,4.0,3.0,3.0,1.0,0.0
variant_5840,226.0,5.0,0.0,0.0,0.0,0.0
variant_5841,49.0,5.0,0.0,0.0,0.0,0.0
variant_5842,143.0,29.0,19.0,23.0,16.0,10.0
variant_5843,557.0,54.0,16.0,23.0,26.0,14.0
variant_5844,410.0,46.0,6.0,4.0,1.0,3.0
variant_5845,183.0,6.0,0.0,0.0,0.0,0.0
variant_5846,2121.0,265.0,202.0,416.0,365.0,201.0
variant_5847,340.0,28.0,4.0,8.0,46.0,28.0
variant_5848,190.0,1.0,0.0,0.0,0.0,0.0
variant_5849,84.0,10.0,0.0,0.0,0.0,0.0
variant_5850,2251.0,342.0,104.0,227.0,289.0,142.0
variant_5851,65.0,4.0,9.0,13.0,4.0,0.0
variant_5852,142.0,0.0,0.0,0.0,0.0,0.0
variant_5853,114.0,13.0,8.0,22.0,12.0,2.0
variant_5854,2367.0,593.0,385.0,766.0,1129.0,705.0
variant_5855,115.0,3.0,0.0,0.0,0.0,0.0
variant_5856,2695.0,380.0,154.0,262.0,333.0,107.0
variant_5857,51.0,0.0,0.0,0.0,0.0,0.0
variant_5858,436.0,35.0,4.0,12.0,5.0,0.0
variant_5859,49.0,1.0,2.0,8.0,2.0,6.0
variant_5860,151.0,77.0,13.0,22.0,13.0,5.0
variant_5861,264.0,17.0,0.0,0.0,0.0,0.0
variant_5862,102.0,11.0,3.0,16.0,14.0,6.0
variant_5863,8.0,3.0,0.0,2.0,1.0,1.0
variant_5864,147.0,7.0,0.0,0.0,0.0,0.0
variant_5865,35.0,0.0,0.0,0.0,0.0,0.0
variant_5866,81.0,3.0,6.0,10.0,1.0,2.0
variant_5867,253.0,118.0,59.0,128.0,169.0,60.0
variant_5868,140.0,2.0,0.0,0.0,0.0,0.0
variant_5869,1491.0,191.0,70.0,78.0,106.0,41.0
variant_5870,67.0,1.0,0.0,0.0,0.0,0.0
variant_5871,3816.0,740.0,358.0,586.0,732.0,357.0
variant_5872,66.0,7.0,0.0,0.0,0.0,0.0
variant_5873,401.0,60.0,32.0,60.0,33.0,11.0
variant_5874,100.0,32.0,1.0,5.0,9.0,1.0
variant_5875,276.0,35.0,17.0,7.0,0.0,0.0
variant_5876,462.0,130.0,100.0,222.0,274.0,59.0
variant_5877,369.0,13.0,5.0,4.0,0.0,0.0
variant_5878,2968.0,310.0,110.0,155.0,115.0,48.0
variant_5879,157.0,45.0,15.0,31.0,5.0,0.0
variant_5880,190.0,13.0,0.0,0.0,0.0,0.0
variant_5881,142.0,6.0,1.0,0.0,0.0,0.0
variant_5882,101.0,4.0,0.0,0.0,0.0,0.0
variant_5883,85.0,5.0,0.0,0.0,0.0,0.0
variant_5884,41.0,0.0,0.0,0.0,0.0,0.0
variant_5885,148.0,12.0,0.0,0.0,0.0,0.0
variant_5886,195.0,3.0,0.0,0.0,1.0,0.0
variant_5887,98.0,3.0,1.0,3.0,0.0,0.0
variant_5888,68.0,8.0,0.0,0.0,0.0,0.0
variant_5889,71.0,1.0,0.0,0.0,0.0,0.0
variant_5890,1.0,0.0,0.0,0.0,0.0,0.0
variant_5891,393.0,17.0,2.0,4.0,0.0,0.0
variant_5892,97.0,1.0,0.0,0.0,0.0,0.0
variant_5893,394.0,91.0,55.0,85.0,95.0,65.0
variant_5894,43.0,1.0,0.0,0.0,0.0,0.0
variant_5895,200.0,75.0,15.0,53.0,78.0,64.0
variant_5896,154.0,21.0,5.0,6.0,5.0,1.0
variant_5897,116.0,3.0,0.0,0.0,0.0,0.0
variant_5898,130.0,3.0,0.0,0.0,0.0,0.0
variant_5899,3719.0,983.0,611.0,1157.0,1532.0,800.0
variant_5900,96.0,4.0,0.0,0.0,0.0,0.0
variant_5901,44.0,1.0,0.0,0.0,0.0,0.0
variant_5902,251.0,22.0,11.0,16.0,4.0,0.0
variant_5903,1.0,0.0,0.0,0.0,0.0,0.0
variant_5904,320.0,119.0,69.0,218.0,281.0,234.0
variant_5905,735.0,437.0,388.0,928.0,1353.0,773.0
variant_5906,565.0,148.0,129.0,289.0,403.0,184.0
variant_5907,1456.0,180.0,75.0,126.0,142.0,62.0
variant_5908,38.0,3.0,1.0,0.0,0.0,0.0
variant_5909,334.0,147.0,93.0,166.0,173.0,100.0
variant_5910,222.0,6.0,1.0,2.0,0.0,0.0
variant_5911,40.0,1.0,0.0,0.0,0.0,0.0
variant_5912,86.0,0.0,0.0,0.0,0.0,0.0
variant_5913,138.0,20.0,3.0,7.0,9.0,2.0
variant_5914,304.0,144.0,51.0,87.0,121.0,82.0
variant_5915,2428.0,333.0,87.0,115.0,96.0,23.0
variant_5916,21.0,0.0,0.0,0.0,0.0,0.0
variant_5917,6.0,0.0,0.0,0.0,0.0,0.0
variant_5918,212.0,47.0,13.0,18.0,17.0,7.0
variant_5919,6779.0,1220.0,701.0,1217.0,1374.0,698.0
variant_5920,127.0,15.0,0.0,0.0,0.0,0.0
variant_5921,36.0,0.0,0.0,0.0,0.0,0.0
variant_5922,161.0,3.0,0.0,0.0,0.0,0.0
variant_5923,146.0,23.0,5.0,21.0,12.0,0.0
variant_5924,14.0,0.0,0.0,0.0,0.0,0.0
variant_5925,14.0,1.0,0.0,0.0,0.0,0.0
variant_5926,30.0,0.0,0.0,0.0,0.0,0.0
variant_5927,274.0,7.0,0.0,0.0,2.0,0.0
variant_5928,90.0,5.0,0.0,0.0,0.0,0.0
variant_5929,633.0,243.0,101.0,280.0,389.0,276.0
variant_5930,226.0,10.0,6.0,7.0,9.0,8.0
variant_5931,87.0,13.0,2.0,1.0,9.0,2.0
variant_5932,48.0,1.0,1.0,0.0,0.0,0.0
variant_5933,3436.0,784.0,356.0,598.0,497.0,219.0
variant_5934,457.0,127.0,94.0,176.0,160.0,93.0
variant_5935,342.0,14.0,1.0,4.0,3.0,0.0
variant_5936,155.0,12.0,4.0,3.0,6.0,2.0
variant_5937,97.0,3.0,2.0,5.0,1.0,0.0
variant_5938,107.0,3.0,0.0,0.0,0.0,0.0
variant_5939,208.0,9.0,1.0,0.0,0.0,0.0
variant_5940,277.0,55.0,41.0,44.0,23.0,21.0
variant_5941,53.0,0.0,0.0,0.0,0.0,0.0
variant_5942,58.0,4.0,1.0,0.0,0.0,0.0
variant_5943,67.0,6.0,0.0,0.0,0.0,0.0
variant_5944,89.0,4.0,0.0,0.0,0.0,0.0
variant_5945,251.0,16.0,9.0,0.0,0.0,0.0
variant_5946,375.0,126.0,63.0,101.0,106.0,29.0
variant_5947,398.0,40.0,16.0,27.0,7.0,2.0
variant_5948,118.0,94.0,46.0,141.0,139.0,75.0
variant_5949,2.0,0.0,0.0,0.0,0.0,0.0
variant_5950,79.0,0.0,0.0,0.0,0.0,0.0
variant_5951,54.0,1.0,0.0,0.0,0.0,0.0
variant_5952,76.0,6.0,1.0,0.0,0.0,0.0
variant_5953,181.0,7.0,7.0,3.0,2.0,0.0
