,c_0,c_18,c_37,c_45
variant_6039,3578.0,435.0,551.0,466.0
variant_6040,490.0,53.0,28.0,8.0
variant_6041,2249.0,510.0,606.0,533.0
variant_6042,559.0,105.0,189.0,131.0
variant_6043,250.0,8.0,6.0,6.0
variant_6044,59.0,6.0,0.0,4.0
variant_6045,396.0,26.0,40.0,25.0
variant_6046,892.0,65.0,35.0,55.0
variant_6047,387.0,55.0,58.0,41.0
variant_6048,91.0,0.0,0.0,0.0
variant_6049,464.0,84.0,124.0,92.0
variant_6050,8154.0,1257.0,1424.0,1174.0
variant_6051,370.0,84.0,94.0,112.0
variant_6052,73.0,2.0,0.0,3.0
variant_6053,1210.0,126.0,182.0,140.0
variant_6054,1221.0,206.0,283.0,162.0
variant_6055,363.0,46.0,24.0,6.0
variant_6056,173.0,21.0,0.0,3.0
variant_6057,222.0,20.0,0.0,0.0
variant_6058,569.0,45.0,38.0,18.0
variant_6059,1.0,0.0,0.0,0.0
variant_6060,171.0,12.0,10.0,3.0
variant_6061,111.0,18.0,26.0,14.0
variant_6062,541.0,142.0,195.0,63.0
variant_6063,39.0,3.0,0.0,0.0
variant_6064,437.0,0.0,0.0,0.0
variant_6065,365.0,23.0,19.0,7.0
variant_6066,156.0,6.0,6.0,17.0
variant_6067,956.0,185.0,132.0,139.0
variant_6068,925.0,188.0,341.0,289.0
variant_6069,1287.0,97.0,62.0,29.0
variant_6070,853.0,67.0,108.0,64.0
variant_6071,715.0,70.0,68.0,85.0
variant_6072,114.0,6.0,0.0,0.0
variant_6073,310.0,19.0,16.0,5.0
variant_6074,96.0,2.0,17.0,2.0
variant_6075,473.0,58.0,78.0,59.0
variant_6076,1609.0,305.0,489.0,435.0
variant_6077,74.0,0.0,0.0,0.0
variant_6078,197.0,0.0,0.0,0.0
variant_6079,658.0,144.0,236.0,212.0
variant_6080,574.0,73.0,125.0,48.0
variant_6081,164.0,16.0,1.0,1.0
variant_6082,202.0,23.0,42.0,17.0
variant_6083,144.0,7.0,5.0,9.0
variant_6084,1213.0,312.0,328.0,276.0
variant_6085,299.0,12.0,0.0,0.0
variant_6086,234.0,0.0,0.0,5.0
variant_6087,904.0,205.0,264.0,241.0
variant_6088,602.0,5.0,0.0,0.0
variant_6089,225.0,54.0,42.0,27.0
variant_6090,149.0,28.0,31.0,11.0
variant_6091,42.0,0.0,0.0,0.0
variant_6092,71.0,8.0,11.0,0.0
variant_6093,594.0,62.0,84.0,50.0
variant_6094,97.0,7.0,12.0,3.0
variant_6095,747.0,106.0,43.0,86.0
variant_6096,114.0,11.0,14.0,5.0
variant_6097,1387.0,268.0,282.0,123.0
variant_6098,833.0,159.0,176.0,163.0
variant_6099,271.0,36.0,17.0,8.0
variant_6100,55.0,0.0,0.0,0.0
variant_6101,259.0,10.0,0.0,15.0
variant_6102,385.0,8.0,7.0,1.0
variant_6103,149.0,0.0,0.0,0.0
variant_6104,2725.0,467.0,516.0,416.0
variant_6105,266.0,6.0,0.0,1.0
variant_6106,194.0,17.0,13.0,6.0
variant_6107,898.0,145.0,253.0,165.0
variant_6108,249.0,37.0,63.0,40.0
variant_6109,10457.0,1893.0,1884.0,1924.0
variant_6110,35.0,24.0,24.0,14.0
variant_6111,320.0,20.0,20.0,15.0
variant_6112,14.0,8.0,0.0,1.0
variant_6113,55.0,16.0,14.0,27.0
variant_6114,200.0,31.0,32.0,3.0
variant_6115,294.0,69.0,59.0,84.0
variant_6116,155.0,4.0,1.0,1.0
variant_6117,0.0,1.0,0.0,0.0
variant_6118,50.0,9.0,0.0,0.0
variant_6119,831.0,229.0,321.0,244.0
variant_6120,124.0,31.0,34.0,9.0
variant_6121,316.0,59.0,166.0,111.0
variant_6122,1053.0,188.0,319.0,315.0
variant_6123,58.0,19.0,0.0,0.0
variant_6124,38.0,0.0,0.0,0.0
variant_6125,956.0,207.0,290.0,212.0
variant_6126,701.0,139.0,322.0,212.0
variant_6127,89.0,5.0,5.0,5.0
variant_6128,1284.0,154.0,183.0,144.0
variant_6129,322.0,62.0,118.0,77.0
variant_6130,92.0,21.0,41.0,44.0
variant_6131,1229.0,95.0,80.0,35.0
variant_6132,340.0,30.0,13.0,5.0
variant_6133,38.0,16.0,27.0,19.0
variant_6134,928.0,133.0,86.0,14.0
variant_6135,28.0,4.0,0.0,2.0
variant_6136,170.0,7.0,10.0,15.0
variant_6137,202.0,39.0,12.0,5.0
variant_6138,610.0,163.0,145.0,165.0
variant_6139,923.0,162.0,104.0,125.0
variant_6140,69.0,0.0,0.0,0.0
variant_6141,707.0,179.0,185.0,257.0
variant_6142,1067.0,133.0,78.0,65.0
variant_6143,57.0,5.0,10.0,16.0
variant_6144,454.0,42.0,21.0,6.0
variant_6145,222.0,36.0,81.0,41.0
variant_6146,579.0,86.0,147.0,97.0
variant_6147,114.0,7.0,0.0,0.0
variant_6148,251.0,13.0,14.0,28.0
variant_6149,624.0,62.0,103.0,64.0
variant_6150,133.0,37.0,0.0,0.0
variant_6151,856.0,173.0,163.0,122.0
variant_6152,318.0,51.0,54.0,69.0
variant_6153,1169.0,111.0,116.0,105.0
variant_6154,554.0,67.0,61.0,66.0
variant_6155,497.0,132.0,121.0,116.0
variant_6156,277.0,21.0,0.0,0.0
variant_6157,811.0,130.0,120.0,163.0
variant_6158,1199.0,287.0,469.0,489.0
variant_6159,194.0,10.0,0.0,10.0
variant_6160,117.0,19.0,11.0,12.0
variant_6161,283.0,10.0,0.0,0.0
variant_6162,514.0,20.0,24.0,7.0
variant_6163,193.0,75.0,51.0,43.0
variant_6164,1072.0,300.0,524.0,313.0
variant_6165,408.0,102.0,213.0,164.0
variant_6166,976.0,119.0,72.0,64.0
variant_6167,189.0,12.0,71.0,44.0
variant_6168,1038.0,141.0,213.0,321.0
variant_6169,156.0,30.0,48.0,46.0
variant_6170,1244.0,274.0,225.0,184.0
variant_6171,294.0,17.0,3.0,7.0
variant_6172,556.0,25.0,31.0,17.0
variant_6173,702.0,58.0,62.0,31.0
variant_6174,1191.0,204.0,212.0,98.0
variant_6175,130.0,19.0,11.0,35.0
variant_6176,4689.0,748.0,761.0,665.0
variant_6177,187.0,12.0,10.0,0.0
variant_6178,472.0,68.0,111.0,94.0
variant_6179,4745.0,760.0,617.0,417.0
variant_6180,551.0,70.0,57.0,42.0
variant_6181,145.0,19.0,14.0,12.0
variant_6182,633.0,148.0,697.0,350.0
variant_6183,2462.0,235.0,137.0,95.0
variant_6184,238.0,11.0,23.0,15.0
variant_6185,119.0,6.0,0.0,15.0
variant_6186,630.0,159.0,150.0,171.0
variant_6187,540.0,40.0,14.0,18.0
variant_6188,118.0,6.0,6.0,24.0
variant_6189,22.0,8.0,0.0,0.0
variant_6190,1811.0,229.0,183.0,226.0
variant_6191,433.0,86.0,46.0,16.0
variant_6192,163.0,18.0,2.0,0.0
variant_6193,1712.0,274.0,255.0,275.0
variant_6194,125.0,65.0,44.0,40.0
variant_6195,963.0,163.0,145.0,139.0
variant_6196,434.0,117.0,84.0,68.0
variant_6197,4469.0,766.0,760.0,550.0
variant_6198,69.0,4.0,0.0,0.0
variant_6199,141.0,17.0,13.0,4.0
variant_6200,683.0,148.0,221.0,178.0
variant_6201,1851.0,234.0,348.0,235.0
variant_6202,468.0,88.0,165.0,49.0
variant_6203,71.0,5.0,12.0,0.0
variant_6204,437.0,63.0,33.0,26.0
variant_6205,1285.0,242.0,700.0,573.0
variant_6206,298.0,34.0,87.0,86.0
variant_6207,89.0,1.0,0.0,0.0
variant_6208,3303.0,376.0,446.0,346.0
variant_6209,99.0,8.0,0.0,0.0
variant_6210,519.0,73.0,92.0,58.0
variant_6211,394.0,26.0,13.0,1.0
variant_6212,507.0,116.0,61.0,96.0
variant_6213,383.0,33.0,39.0,6.0
variant_6214,170.0,19.0,16.0,18.0
variant_6215,646.0,202.0,294.0,251.0
variant_6216,429.0,60.0,128.0,104.0
variant_6217,182.0,32.0,29.0,6.0
variant_6218,469.0,118.0,156.0,156.0
variant_6219,31.0,16.0,0.0,0.0
variant_6220,1023.0,141.0,108.0,125.0
variant_6221,1304.0,171.0,155.0,187.0
variant_6222,527.0,46.0,22.0,10.0
variant_6223,254.0,3.0,1.0,0.0
variant_6224,1280.0,135.0,101.0,31.0
variant_6225,537.0,31.0,27.0,2.0
variant_6226,224.0,6.0,4.0,0.0
variant_6227,292.0,21.0,0.0,7.0
variant_6228,1361.0,236.0,248.0,236.0
variant_6229,13.0,0.0,0.0,0.0
variant_6230,378.0,18.0,23.0,6.0
variant_6231,596.0,50.0,54.0,78.0
variant_6232,175.0,23.0,9.0,0.0
variant_6233,678.0,108.0,215.0,258.0
variant_6234,197.0,111.0,61.0,97.0
variant_6235,307.0,22.0,11.0,0.0
variant_6236,1958.0,467.0,563.0,441.0
variant_6237,534.0,20.0,6.0,7.0
variant_6238,574.0,64.0,83.0,52.0
variant_6239,846.0,151.0,111.0,80.0
variant_6240,219.0,105.0,147.0,52.0
variant_6241,33.0,6.0,0.0,0.0
variant_6242,311.0,28.0,66.0,50.0
variant_6243,1120.0,312.0,467.0,306.0
variant_6244,127.0,70.0,145.0,92.0
variant_6245,612.0,41.0,39.0,28.0
variant_6246,580.0,81.0,156.0,108.0
variant_6247,2322.0,346.0,424.0,363.0
variant_6248,3499.0,750.0,969.0,666.0
variant_6249,846.0,150.0,203.0,172.0
variant_6250,473.0,15.0,11.0,0.0
variant_6251,619.0,91.0,200.0,138.0
variant_6252,347.0,102.0,130.0,124.0
variant_6253,131.0,11.0,9.0,4.0
variant_6254,337.0,80.0,169.0,163.0
variant_6255,3076.0,606.0,1017.0,651.0
variant_6256,347.0,33.0,3.0,0.0
variant_6257,136.0,13.0,3.0,0.0
variant_6258,1962.0,330.0,507.0,377.0
variant_6259,1009.0,3.0,0.0,2.0
variant_6260,499.0,6.0,0.0,0.0
variant_6261,221.0,6.0,0.0,0.0
variant_6262,189.0,82.0,44.0,73.0
variant_6263,1306.0,172.0,97.0,100.0
variant_6264,1167.0,228.0,321.0,351.0
variant_6265,305.0,52.0,49.0,34.0
variant_6266,487.0,203.0,228.0,155.0
variant_6267,423.0,24.0,13.0,12.0
variant_6268,47.0,0.0,0.0,2.0
variant_6269,500.0,97.0,69.0,88.0
variant_6270,118.0,32.0,46.0,19.0
variant_6271,731.0,259.0,614.0,819.0
variant_6272,401.0,46.0,76.0,52.0
variant_6273,11.0,2.0,0.0,0.0
variant_6274,53.0,1.0,6.0,0.0
variant_6275,244.0,55.0,4.0,1.0
variant_6276,816.0,102.0,156.0,131.0
variant_6277,279.0,36.0,71.0,44.0
variant_6278,392.0,39.0,76.0,56.0
variant_6279,550.0,60.0,38.0,6.0
variant_6280,3187.0,705.0,694.0,576.0
variant_6281,397.0,87.0,158.0,121.0
variant_6282,1238.0,248.0,639.0,298.0
variant_6283,92.0,17.0,0.0,0.0
variant_6284,0.0,0.0,1.0,2.0
variant_6285,900.0,142.0,74.0,57.0
variant_6286,330.0,33.0,50.0,45.0
variant_6287,146.0,1.0,0.0,0.0
variant_6288,571.0,58.0,93.0,46.0
variant_6289,7445.0,973.0,1365.0,1047.0
variant_6290,113.0,18.0,9.0,15.0
variant_6291,1306.0,279.0,459.0,363.0
variant_6292,124.0,0.0,0.0,0.0
variant_6293,131.0,19.0,3.0,0.0
variant_6294,582.0,97.0,105.0,103.0
variant_6295,148.0,15.0,39.0,15.0
variant_6296,215.0,21.0,10.0,0.0
variant_6297,755.0,74.0,92.0,119.0
variant_6298,149.0,19.0,14.0,15.0
variant_6299,118.0,0.0,0.0,3.0
variant_6300,125.0,19.0,0.0,1.0
variant_6301,315.0,46.0,36.0,44.0
variant_6302,1570.0,297.0,709.0,486.0
variant_6303,1223.0,187.0,296.0,318.0
variant_6304,29.0,7.0,10.0,0.0
variant_6305,291.0,32.0,31.0,0.0
variant_6306,51.0,4.0,0.0,4.0
variant_6307,300.0,67.0,39.0,9.0
variant_6308,354.0,54.0,37.0,13.0
variant_6309,701.0,78.0,118.0,134.0
variant_6310,212.0,27.0,6.0,1.0
variant_6311,495.0,90.0,90.0,41.0
variant_6312,185.0,1.0,0.0,3.0
variant_6313,363.0,23.0,7.0,5.0
variant_6314,412.0,63.0,104.0,134.0
variant_6315,127.0,19.0,5.0,19.0
variant_6316,428.0,56.0,134.0,162.0
variant_6317,799.0,205.0,248.0,211.0
variant_6318,426.0,45.0,34.0,29.0
variant_6319,824.0,145.0,210.0,122.0
variant_6320,926.0,188.0,92.0,128.0
variant_6321,158.0,0.0,0.0,0.0
variant_6322,259.0,8.0,12.0,2.0
variant_6323,238.0,12.0,17.0,3.0
variant_6324,98.0,24.0,84.0,14.0
variant_6325,225.0,30.0,4.0,0.0
variant_6326,378.0,134.0,119.0,146.0
variant_6327,217.0,45.0,74.0,62.0
variant_6328,1085.0,207.0,317.0,247.0
variant_6329,1102.0,159.0,167.0,85.0
variant_6330,447.0,117.0,272.0,293.0
variant_6331,221.0,22.0,4.0,3.0
variant_6332,916.0,225.0,291.0,298.0
variant_6333,167.0,22.0,5.0,2.0
variant_6334,208.0,7.0,4.0,0.0
variant_6335,430.0,77.0,148.0,178.0
variant_6336,303.0,43.0,57.0,112.0
variant_6337,1023.0,198.0,325.0,162.0
variant_6338,383.0,45.0,93.0,58.0
variant_6339,1105.0,364.0,472.0,307.0
variant_6340,90.0,20.0,21.0,9.0
variant_6341,2245.0,346.0,411.0,416.0
variant_6342,822.0,70.0,124.0,108.0
variant_6343,3030.0,596.0,656.0,552.0
variant_6344,169.0,50.0,73.0,27.0
variant_6345,133.0,32.0,7.0,4.0
variant_6346,274.0,80.0,54.0,61.0
variant_6347,960.0,264.0,431.0,257.0
variant_6348,654.0,143.0,198.0,253.0
variant_6349,255.0,16.0,0.0,0.0
variant_6350,13.0,5.0,0.0,1.0
variant_6351,110.0,9.0,16.0,0.0
variant_6352,633.0,135.0,267.0,300.0
variant_6353,268.0,133.0,534.0,543.0
variant_6354,872.0,101.0,199.0,185.0
variant_6355,47.0,4.0,0.0,3.0
variant_6356,545.0,134.0,250.0,156.0
variant_6357,493.0,64.0,78.0,75.0
variant_6358,4.0,0.0,0.0,0.0
variant_6359,165.0,39.0,10.0,44.0
variant_6360,48.0,12.0,0.0,1.0
variant_6361,610.0,88.0,123.0,142.0
variant_6362,30.0,0.0,0.0,0.0
variant_6363,370.0,49.0,111.0,76.0
variant_6364,513.0,25.0,24.0,0.0
variant_6365,46.0,0.0,12.0,3.0
variant_6366,349.0,41.0,60.0,113.0
variant_6367,309.0,115.0,311.0,278.0
variant_6368,84.0,33.0,13.0,0.0
variant_6369,31.0,0.0,0.0,0.0
variant_6370,2325.0,492.0,1347.0,2005.0
variant_6371,837.0,188.0,276.0,302.0
variant_6372,17.0,0.0,1.0,0.0
variant_6373,1126.0,223.0,496.0,626.0
variant_6374,157.0,17.0,7.0,18.0
variant_6375,2206.0,249.0,385.0,261.0
variant_6376,463.0,72.0,115.0,106.0
variant_6377,788.0,177.0,139.0,165.0
variant_6378,81.0,6.0,0.0,0.0
variant_6379,517.0,37.0,15.0,0.0
variant_6380,212.0,59.0,9.0,2.0
variant_6381,1209.0,19.0,0.0,2.0
variant_6382,367.0,3.0,0.0,0.0
variant_6383,237.0,0.0,0.0,0.0
variant_6384,1958.0,666.0,1477.0,1199.0
variant_6385,478.0,102.0,120.0,139.0
variant_6386,136.0,13.0,6.0,7.0
variant_6387,743.0,177.0,186.0,138.0
variant_6388,237.0,8.0,10.0,4.0
variant_6389,942.0,208.0,273.0,263.0
variant_6390,195.0,7.0,6.0,0.0
variant_6391,499.0,85.0,144.0,127.0
variant_6392,252.0,29.0,82.0,34.0
variant_6393,1305.0,245.0,322.0,214.0
variant_6394,0.0,0.0,0.0,1.0
variant_6395,107.0,8.0,6.0,7.0
variant_6396,1020.0,276.0,1054.0,857.0
variant_6397,201.0,16.0,20.0,14.0
variant_6398,1876.0,588.0,1401.0,1521.0
variant_6399,917.0,87.0,294.0,264.0
variant_6400,1435.0,146.0,206.0,221.0
variant_6401,893.0,131.0,179.0,100.0
variant_6402,473.0,56.0,28.0,12.0
variant_6403,976.0,131.0,182.0,138.0
variant_6404,302.0,37.0,69.0,47.0
variant_6405,321.0,117.0,167.0,163.0
variant_6406,1248.0,139.0,67.0,73.0
variant_6407,444.0,71.0,188.0,178.0
variant_6408,38.0,0.0,0.0,0.0
variant_6409,78.0,18.0,11.0,5.0
variant_6410,441.0,116.0,164.0,124.0
variant_6411,7.0,0.0,0.0,0.0
variant_6412,399.0,154.0,167.0,153.0
variant_6413,237.0,20.0,15.0,13.0
variant_6414,2485.0,450.0,482.0,480.0
variant_6415,732.0,83.0,74.0,59.0
variant_6416,216.0,44.0,37.0,11.0
variant_6417,278.0,19.0,2.0,22.0
variant_6418,60.0,5.0,0.0,0.0
variant_6419,152.0,23.0,75.0,60.0
variant_6420,96.0,8.0,10.0,1.0
variant_6421,741.0,118.0,116.0,94.0
variant_6422,1296.0,201.0,274.0,235.0
variant_6423,624.0,84.0,45.0,31.0
variant_6424,172.0,12.0,0.0,2.0
variant_6425,140.0,7.0,19.0,27.0
variant_6426,344.0,17.0,3.0,1.0
variant_6427,686.0,74.0,150.0,98.0
variant_6428,1581.0,155.0,222.0,214.0
variant_6429,417.0,109.0,143.0,51.0
variant_6430,698.0,26.0,34.0,17.0
variant_6431,4266.0,572.0,802.0,524.0
variant_6432,861.0,152.0,130.0,115.0
variant_6433,585.0,166.0,385.0,184.0
variant_6434,790.0,87.0,89.0,47.0
variant_6435,255.0,65.0,114.0,58.0
variant_6436,73.0,0.0,9.0,0.0
variant_6437,109.0,12.0,3.0,10.0
variant_6438,40.0,1.0,0.0,0.0
variant_6439,481.0,72.0,52.0,55.0
variant_6440,1140.0,203.0,239.0,176.0
variant_6441,258.0,36.0,30.0,31.0
variant_6442,893.0,172.0,233.0,140.0
variant_6443,230.0,78.0,78.0,90.0
variant_6444,67.0,0.0,0.0,1.0
variant_6445,859.0,96.0,113.0,71.0
variant_6446,2355.0,507.0,590.0,354.0
variant_6447,214.0,9.0,0.0,1.0
variant_6448,478.0,28.0,18.0,6.0
variant_6449,512.0,93.0,118.0,94.0
variant_6450,366.0,18.0,41.0,17.0
variant_6451,773.0,55.0,101.0,68.0
variant_6452,334.0,100.0,89.0,49.0
variant_6453,1352.0,227.0,191.0,119.0
variant_6454,2189.0,392.0,410.0,286.0
variant_6455,869.0,124.0,181.0,96.0
variant_6456,78.0,4.0,0.0,0.0
variant_6457,149.0,8.0,0.0,5.0
variant_6458,10.0,0.0,0.0,0.0
variant_6459,1106.0,192.0,142.0,104.0
variant_6460,701.0,134.0,79.0,57.0
variant_6461,483.0,41.0,31.0,45.0
variant_6462,95.0,12.0,2.0,0.0
variant_6463,34.0,5.0,0.0,3.0
variant_6464,350.0,42.0,1.0,6.0
variant_6465,53.0,0.0,0.0,0.0
variant_6466,782.0,5.0,0.0,0.0
variant_6467,166.0,2.0,0.0,0.0
variant_6468,80.0,0.0,0.0,0.0
variant_6469,118.0,0.0,0.0,0.0
variant_6470,665.0,9.0,0.0,0.0
variant_6471,2651.0,373.0,407.0,443.0
variant_6472,203.0,41.0,104.0,48.0
variant_6473,123.0,11.0,29.0,7.0
variant_6474,1400.0,247.0,389.0,397.0
variant_6475,290.0,17.0,7.0,6.0
variant_6476,5715.0,860.0,1005.0,701.0
variant_6477,289.0,54.0,42.0,23.0
variant_6478,48.0,0.0,0.0,2.0
variant_6479,485.0,68.0,62.0,42.0
variant_6480,96.0,65.0,126.0,25.0
variant_6481,450.0,76.0,114.0,41.0
variant_6482,121.0,1.0,0.0,0.0
variant_6483,185.0,25.0,31.0,2.0
variant_6484,31.0,4.0,6.0,9.0
variant_6485,289.0,32.0,45.0,7.0
variant_6486,1192.0,240.0,178.0,229.0
variant_6487,1236.0,211.0,177.0,128.0
variant_6488,493.0,67.0,60.0,43.0
variant_6489,215.0,22.0,5.0,1.0
variant_6490,1161.0,129.0,75.0,119.0
variant_6491,41.0,5.0,7.0,0.0
variant_6492,668.0,147.0,193.0,140.0
variant_6493,181.0,21.0,5.0,3.0
variant_6494,368.0,82.0,67.0,50.0
variant_6495,392.0,100.0,71.0,119.0
variant_6496,6077.0,772.0,626.0,484.0
variant_6497,592.0,88.0,77.0,80.0
variant_6498,330.0,5.0,8.0,2.0
variant_6499,340.0,64.0,46.0,22.0
variant_6500,594.0,174.0,365.0,197.0
variant_6501,63.0,18.0,0.0,0.0
variant_6502,112.0,16.0,12.0,0.0
variant_6503,618.0,78.0,76.0,85.0
variant_6504,661.0,90.0,82.0,54.0
variant_6505,132.0,17.0,14.0,0.0
variant_6506,117.0,5.0,0.0,0.0
variant_6507,378.0,60.0,46.0,51.0
variant_6508,3599.0,507.0,668.0,487.0
variant_6509,355.0,31.0,7.0,5.0
variant_6510,629.0,126.0,123.0,95.0
variant_6511,585.0,31.0,23.0,7.0
variant_6512,633.0,89.0,99.0,76.0
variant_6513,319.0,22.0,42.0,10.0
variant_6514,966.0,90.0,53.0,40.0
variant_6515,186.0,63.0,49.0,46.0
variant_6516,1197.0,405.0,495.0,401.0
variant_6517,221.0,3.0,0.0,0.0
variant_6518,271.0,21.0,5.0,13.0
variant_6519,284.0,27.0,20.0,14.0
variant_6520,13.0,0.0,0.0,0.0
variant_6521,25.0,5.0,4.0,19.0
variant_6522,439.0,63.0,63.0,55.0
variant_6523,2213.0,233.0,145.0,127.0
variant_6524,803.0,168.0,186.0,172.0
variant_6525,361.0,29.0,17.0,7.0
variant_6526,247.0,12.0,5.0,7.0
variant_6527,186.0,13.0,0.0,5.0
variant_6528,677.0,63.0,50.0,47.0
variant_6529,1069.0,195.0,216.0,219.0
variant_6530,7.0,0.0,0.0,0.0
variant_6531,397.0,54.0,42.0,81.0
variant_6532,659.0,141.0,155.0,171.0
variant_6533,580.0,45.0,7.0,8.0
variant_6534,598.0,142.0,164.0,119.0
variant_6535,454.0,87.0,95.0,41.0
variant_6536,924.0,189.0,349.0,208.0
variant_6537,474.0,21.0,0.0,0.0
variant_6538,371.0,20.0,12.0,4.0
variant_6539,3383.0,502.0,593.0,575.0
variant_6540,294.0,0.0,0.0,0.0
variant_6541,737.0,100.0,176.0,185.0
variant_6542,325.0,31.0,50.0,24.0
variant_6543,215.0,2.0,0.0,0.0
variant_6544,1227.0,90.0,121.0,83.0
variant_6545,306.0,36.0,48.0,28.0
variant_6546,930.0,117.0,76.0,10.0
variant_6547,124.0,9.0,0.0,0.0
variant_6548,2416.0,332.0,338.0,269.0
variant_6549,174.0,58.0,101.0,11.0
variant_6550,2731.0,559.0,902.0,628.0
variant_6551,77.0,20.0,8.0,4.0
variant_6552,0.0,0.0,7.0,0.0
variant_6553,69.0,28.0,6.0,0.0
variant_6554,484.0,59.0,91.0,79.0
variant_6555,167.0,39.0,2.0,8.0
variant_6556,460.0,132.0,270.0,113.0
variant_6557,2619.0,368.0,446.0,368.0
variant_6558,248.0,18.0,11.0,7.0
variant_6559,57.0,13.0,0.0,0.0
variant_6560,168.0,2.0,0.0,0.0
variant_6561,446.0,88.0,167.0,116.0
variant_6562,617.0,95.0,219.0,123.0
variant_6563,576.0,128.0,129.0,109.0
variant_6564,617.0,149.0,158.0,111.0
variant_6565,192.0,19.0,2.0,19.0
variant_6566,370.0,48.0,49.0,39.0
variant_6567,196.0,26.0,28.0,25.0
variant_6568,52.0,1.0,0.0,0.0
variant_6569,495.0,46.0,25.0,46.0
variant_6570,309.0,26.0,9.0,8.0
variant_6571,583.0,178.0,335.0,176.0
variant_6572,156.0,13.0,17.0,6.0
variant_6573,3322.0,420.0,367.0,314.0
variant_6574,123.0,4.0,0.0,0.0
variant_6575,82.0,1.0,0.0,0.0
variant_6576,328.0,18.0,7.0,1.0
variant_6577,545.0,60.0,58.0,81.0
variant_6578,156.0,0.0,0.0,0.0
variant_6579,11.0,1.0,0.0,0.0
variant_6580,480.0,34.0,37.0,4.0
variant_6581,444.0,43.0,61.0,39.0
variant_6582,783.0,72.0,54.0,59.0
variant_6583,87.0,7.0,8.0,1.0
variant_6584,851.0,135.0,214.0,124.0
variant_6585,305.0,18.0,0.0,11.0
variant_6586,339.0,24.0,13.0,10.0
variant_6587,32.0,0.0,0.0,0.0
variant_6588,209.0,0.0,0.0,0.0
variant_6589,396.0,71.0,116.0,56.0
variant_6590,605.0,104.0,59.0,79.0
variant_6591,138.0,25.0,2.0,18.0
variant_6592,69.0,10.0,5.0,6.0
variant_6593,462.0,96.0,128.0,120.0
variant_6594,278.0,2.0,5.0,9.0
variant_6595,626.0,39.0,19.0,23.0
variant_6596,325.0,24.0,29.0,0.0
variant_6597,518.0,41.0,18.0,0.0
variant_6598,362.0,94.0,152.0,63.0
variant_6599,409.0,24.0,0.0,8.0
variant_6600,731.0,126.0,116.0,169.0
variant_6601,156.0,14.0,0.0,0.0
variant_6602,336.0,30.0,5.0,15.0
variant_6603,185.0,15.0,12.0,0.0
variant_6604,20.0,4.0,7.0,0.0
variant_6605,547.0,107.0,69.0,103.0
variant_6606,272.0,15.0,8.0,0.0
variant_6607,891.0,65.0,101.0,97.0
variant_6608,833.0,96.0,82.0,92.0
variant_6609,2167.0,246.0,213.0,161.0
variant_6610,114.0,2.0,0.0,0.0
variant_6611,175.0,35.0,51.0,41.0
variant_6612,314.0,50.0,121.0,72.0
variant_6613,428.0,68.0,79.0,102.0
variant_6614,1286.0,260.0,314.0,211.0
variant_6615,166.0,8.0,0.0,0.0
variant_6616,6702.0,957.0,985.0,860.0
variant_6617,4.0,0.0,0.0,0.0
variant_6618,163.0,48.0,21.0,6.0
variant_6619,310.0,30.0,8.0,0.0
variant_6620,147.0,6.0,2.0,0.0
variant_6621,162.0,9.0,8.0,0.0
variant_6622,898.0,232.0,148.0,170.0
variant_6623,1451.0,181.0,381.0,223.0
variant_6624,949.0,107.0,65.0,67.0
variant_6625,42.0,15.0,0.0,0.0
variant_6626,843.0,115.0,58.0,79.0
variant_6627,1317.0,245.0,225.0,263.0
variant_6628,686.0,89.0,87.0,72.0
variant_6629,603.0,143.0,307.0,193.0
variant_6630,118.0,8.0,11.0,3.0
variant_6631,196.0,17.0,0.0,4.0
variant_6632,126.0,5.0,27.0,6.0
variant_6633,249.0,22.0,16.0,0.0
variant_6634,280.0,100.0,58.0,80.0
variant_6635,50.0,0.0,0.0,0.0
variant_6636,154.0,20.0,3.0,3.0
variant_6637,265.0,49.0,93.0,74.0
variant_6638,434.0,33.0,15.0,6.0
variant_6639,513.0,68.0,40.0,28.0
variant_6640,332.0,28.0,2.0,0.0
variant_6641,64.0,2.0,0.0,1.0
variant_6642,181.0,15.0,15.0,2.0
variant_6643,369.0,99.0,143.0,93.0
variant_6644,2391.0,319.0,274.0,221.0
variant_6645,971.0,107.0,61.0,79.0
variant_6646,45.0,3.0,0.0,0.0
variant_6647,416.0,0.0,0.0,0.0
variant_6648,109.0,9.0,0.0,0.0
variant_6649,520.0,128.0,228.0,204.0
variant_6650,39.0,4.0,0.0,0.0
variant_6651,355.0,27.0,0.0,8.0
variant_6652,25.0,3.0,11.0,11.0
variant_6653,346.0,23.0,24.0,4.0
variant_6654,82.0,13.0,0.0,3.0
variant_6655,281.0,64.0,91.0,57.0
variant_6656,61.0,3.0,0.0,5.0
variant_6657,280.0,41.0,53.0,18.0
variant_6658,367.0,85.0,48.0,22.0
variant_6659,779.0,86.0,88.0,52.0
variant_6660,210.0,5.0,4.0,5.0
variant_6661,328.0,6.0,13.0,21.0
variant_6662,195.0,23.0,2.0,0.0
variant_6663,22.0,0.0,7.0,3.0
variant_6664,999.0,187.0,100.0,119.0
variant_6665,522.0,61.0,19.0,12.0
variant_6666,585.0,137.0,107.0,88.0
variant_6667,51.0,6.0,0.0,1.0
variant_6668,178.0,30.0,0.0,0.0
