,T0PV,T1,T2,T3,T4,T5
variant_3667,1642,1,1,2,0,1
variant_3668,5321,1,3,6,3,1
variant_3669,3730,2,2,4,2,1
variant_3670,1539,4,1,0,0,0
variant_3671,11129,0,26,13,2,0
variant_3672,3191,0,1,1,1,0
variant_3673,3625,0,1,3,0,1
variant_3674,1344,3,1457,2,0,0
variant_3675,1086,0,1,1,0,1
variant_3676,4854,3030,47,1,0,2
variant_3677,4109,2509,211,8,1,2
variant_3678,4276,0,2,4,2,0
variant_3679,4156,1,2,2,1,2
variant_3680,1168,0,2,0,1,1
variant_3681,11673,1,18,9,3,0
variant_3682,2120,0,2,4,0,0
variant_3683,49559,5,1030,1610,22,8
variant_3684,2831,1,2,3,1,0
variant_3685,3722,2,513,3,0,1
variant_3686,1890,0,100,1,0,0
variant_3687,2429,0,1,3,0,2
variant_3688,1801,0,1,2,0,0
variant_3689,4936,2,5,2,1,0
variant_3690,6000,2,13,0,2,2
variant_3691,4273,1453,12,8,0,0
variant_3692,1204,1,0,0,0,0
variant_3693,231983,18284,7983,11353,17783,10436
variant_3694,18851,4,60,23,9,3
variant_3695,18844,3,388,17,5,2
variant_3696,6714,3,5,4,3,0
variant_3697,1184,0,1,2,1,0
variant_3698,1713,0,1,3,1,0
variant_3699,7,3,10,1351,0,0
variant_3700,1013813,129455,58421,38553,4238,2528
variant_3701,50173,7127,2656,50,13,6
variant_3702,1604,112,64,43,9,5
variant_3703,2268,219,91,132,17,4
variant_3704,22546,5723,308,22,7,6
variant_3705,23285,1942,396,162,11,4
variant_3706,6842,1,79,7,3,0
variant_3707,183,8821,144,5,3,2
variant_3708,4919,658,4,6,0,1
variant_3709,4805,0,17,2,0,0
variant_3710,2369,5864,450,1,3,0
variant_3711,3196,2,1,3,0,0
variant_3712,1081,3823,1314,2,3,2
variant_3713,1101,180,69,43,12,10
variant_3714,458,3917,365,1,2,1
variant_3715,5108,0,9,4,0,0
variant_3716,975,62,32,21,7,2
variant_3717,1513,0,0,1,1,1
variant_3718,2685,1,61,5,1,1
variant_3719,1353,1,1,2,0,0
variant_3720,3923,1,78,6,1,2
variant_3721,8331,9615,324,12,3,2
variant_3722,6037,591,71,2,1,0
variant_3723,2746,0,4,2,1,1
variant_3724,1438,0,1,1,0,0
variant_3725,4817,3,430,4,1,1
variant_3726,1098,0,0,3,1,0
variant_3727,177054,43388,10650,15000,213,42
variant_3728,785,161,29,58,0,1
variant_3729,16011,6206,458,15,3,1
variant_3730,224,5869,233,3,0,1
variant_3731,3998,1691,118,2,1,0
variant_3732,85,15373,1330,10,4,5
variant_3733,1760,804,245,2,1,0
variant_3734,1416,0,1,1,0,0
variant_3735,2415,1,1,2,1,1
variant_3736,1074,0,0,0,0,0
variant_3737,6557,2,6,13,1,0
variant_3738,3093,0,2,2,1,0
variant_3739,2338,0,3,3,1,0
variant_3740,1334,0,2,0,2,0
variant_3741,629,0,105,1505,521,793
variant_3742,6582,1,12,6,0,0
variant_3743,5882,1,4,4,0,1
variant_3744,4604,2,3,3,1,0
variant_3745,1723,0,0,1,0,1
variant_3746,1148,2,24,1,0,1
variant_3747,2728,2,3,1,2,1
variant_3748,2332,5,1321,1301,5,1
variant_3749,2128,1,1,0,0,0
variant_3750,1655,0,1,3,0,0
variant_3751,1057,0,0,0,0,0
variant_3752,2031,0,0,1,0,0
variant_3753,1370,0,1,0,0,0
variant_3754,1299,1,1,2,0,0
variant_3755,9979,9067,2098,21,7,2
variant_3756,2149,1,1,3,0,0
variant_3757,1549,2759,17,6,0,1
variant_3758,2504,1,3,6,0,0
variant_3759,1276,2,0,0,0,0
variant_3760,2030,0,1,0,1,0
variant_3761,71218,864,960,600,17,4
variant_3762,5822,0,3,8,1,0
variant_3763,1531,0,0,1,1,0
variant_3764,11008,4,89,11,4,3
variant_3765,3898,0,49,6,0,0
variant_3766,589,1,92,721,0,0
variant_3767,5934,3378,4,7,6,0
variant_3768,979,956,4,1,1,0
variant_3769,66151,12,1914,48,17,7
variant_3770,45154,6923,2936,968,23,6
variant_3771,1650,2758,2,1,0,1
variant_3772,1794,0,0,1,0,1
variant_3773,3863,0,2,3,1,0
variant_3774,1675,0,2,2,0,0
variant_3775,946,1206,2,1,2,0
variant_3776,1734,0,0,1,0,0
variant_3777,13048,5,7,24,1,1
variant_3778,29956,3102,48,19,9,6
variant_3779,7184,1,4,1,1,0
variant_3780,1943,1,0,0,0,0
variant_3781,1160,1,206,2,0,0
variant_3782,1203,1,2,0,0,0
variant_3783,1805,0,2,0,1,1
variant_3784,1155,0,0,0,0,0
variant_3785,3331,1,1,4,3,0
variant_3786,1099,0,2,2,0,0
variant_3787,10049,73566,10684,646,2527,374
variant_3788,20403,158,259,21,5,3
variant_3789,7299,2583,6,11,4,1
variant_3790,5679,0,185,4,2,1
variant_3791,1882,2,2,2,1,0
variant_3792,1244,0,0,1,1,0
variant_3793,1498,0,2,6,1,0
variant_3794,1982,0,1,3,1,0
variant_3795,2075,2,0,1,0,1
variant_3796,1181,1,0,1,0,0
variant_3797,1277,0,0,1,0,0
variant_3798,3254,0,32,1,1,1
variant_3799,1484,1,0,0,0,2
variant_3800,8994,2,11,14,3,1
variant_3801,2240,1,3,1,0,0
variant_3802,10639,5613,619,100,7,3
variant_3803,1607,8269,1555,4,0,1
variant_3804,3590,0,0,1,1,3
variant_3805,1029,0,0,0,0,0
variant_3806,4942,2,3,4,2,0
variant_3807,4872,1,5,5,1,0
variant_3808,2049,3,2,0,1,0
variant_3809,2252,0,0,2,1,0
variant_3810,1434,1,1,2,1,0
variant_3811,1481,1,0,1,0,1
variant_3812,729,5288,308,3,1,1
variant_3813,1421,2908,2,1,0,1
variant_3814,3101,1,3,2,0,0
variant_3815,1695,0,1,1,0,0
variant_3816,15070,2,75,17,3,3
variant_3817,33208,9891,6132,1311,16,11
variant_3818,2114,7903,125,7,4,3
variant_3819,3970,2937,936,211,4,1
variant_3820,2891,0,1,3,1,0
variant_3821,2750,0,0,2,1,2
variant_3822,7413,3,12,6,2,53
variant_3823,4466,2,3,3,0,3
variant_3824,1594,0,1,0,0,0
variant_3825,68689,12,68,67,19,13
variant_3826,1265,0,0,1,0,1
variant_3827,12195,2423,308,18,4,3
variant_3828,7223,1,4,8,3,1
variant_3829,2751,1,0,5,0,0
variant_3830,1948,0,0,4,2,0
variant_3831,2127,0,1,1,1,0
variant_3832,6573,4113,403,10,2,0
variant_3833,6379,1384,95,5,2,0
variant_3834,4558,1,0,5,0,0
variant_3835,2938,2,2,5,0,1
variant_3836,1350,0,1,1,1,0
variant_3837,1282,0,1,2,1,0
variant_3838,51994,6422,243,64,16,7
variant_3839,2544,0,0,2,0,1
variant_3840,4376,1,4,5,0,0
variant_3841,2609,1,3,5,1,0
variant_3842,1814,1,1,0,2,0
variant_3843,24318,3,173,23,10,1
variant_3844,1125,1,0,1,0,0
variant_3845,1799,1,0,2,0,0
variant_3846,3531,0,2,4,2,0
variant_3847,2967,0,6,1,1,0
variant_3848,3357,1,132,1,0,1
variant_3849,1142,0,1,2,0,0
variant_3850,2401,0,0,0,0,0
variant_3851,1627,0,1,3,0,0
variant_3852,2298,0,2,2,1,0
variant_3853,1579,0,9,1,0,0
variant_3854,1224,0,1,2,0,1
variant_3855,343,1215,1,0,1,1
variant_3856,1192,0,0,0,0,0
variant_3857,402,6918,1,2,1,2
variant_3858,5442,2,5,4,1,2
variant_3859,1950,0,1,0,0,0
variant_3860,5399,681,2,7,0,1
variant_3861,1101,1,1,2,0,2
variant_3862,1412,4124,4,2,1,0
variant_3863,1653,0,1,1,0,0
variant_3864,1344,0,1,1,0,0
variant_3865,2739,0,3,4,2,0
variant_3866,1647,0,5,3,0,1
variant_3867,31333,8,392,23,8,3
variant_3868,2412,0,6,0,0,0
variant_3869,1381,1184,81,2,0,1
variant_3870,4901,2,71,2,2,1
variant_3871,2458,1,2,4,1,0
variant_3872,1139,0,0,1,0,0
variant_3873,3395,0,1,6,0,0
variant_3874,1442,1,1,1,0,0
variant_3875,1612,1,2,0,2,0
variant_3876,12392,2,10,8,5,3
variant_3877,2537,0,1,3,2,0
variant_3878,6699,4,3,7,1,0
variant_3879,3090,0,1,0,0,0
variant_3880,2113,0,1,2,0,0
variant_3881,1730,2224,168,2,0,1
variant_3882,1073,0,1,2,0,0
variant_3883,1178,0,0,0,1,0
variant_3884,1231,0,0,1,0,1
variant_3885,1282,1,2,1,0,0
variant_3886,82,1764,12,0,0,0
variant_3887,121820,14115,3507,1974,36,14
variant_3888,2222,2989,3,2,1,0
variant_3889,1497,0,2,1,0,0
variant_3890,2539,0,1,1,1,0
variant_3891,2741,1,1,4,0,0
variant_3892,1571,0,1,1,0,0
variant_3893,1170,0,1,0,0,0
variant_3894,1043,1969,3,1,2,1
variant_3895,1644,1,2,2,0,0
variant_3896,1115,0,0,2,0,0
variant_3897,1383,1,1,1,0,0
variant_3898,8114,3787,283,5,2,4
variant_3899,6885,2613,5,9,2,2
variant_3900,6094,1405,6,8,0,2
variant_3901,6184,0,2,3,2,0
variant_3902,1997,0,1,0,0,0
variant_3903,1866,3416,205,4,0,0
variant_3904,1828,4454,17,0,4,0
variant_3905,3156,0,1,5,2,0
variant_3906,1960,0,3,0,0,0
variant_3907,1069,0,2,3,1,0
variant_3908,10794,1,2,10,3,1
variant_3909,6587,2,6,4,3,0
variant_3910,2882,2,4,2,0,0
variant_3911,339,4285,2,3,0,0
variant_3912,1011,0,0,1,0,0
variant_3913,24109,6,71,22,6,1
variant_3914,8025,883,395,4,2,1
variant_3915,22287,1,33,25,4,4
variant_3916,10,3330,407,2,0,0
variant_3917,686,3841,3,5,0,0
variant_3918,2609,0,1,5,2,0
variant_3919,1274,0,2,0,0,0
variant_3920,22583,1,105,23,3,0
variant_3921,1062,0,1,4,1,0
variant_3922,3660,748,5,4,0,0
variant_3923,4265,2,15,1,1,0
variant_3924,2795,1,1,1,0,0
variant_3925,1611,0,1,0,0,0
variant_3926,1710,0,5,1,0,0
variant_3927,5921,3556,424,1647,3,2
variant_3928,1073,0,1,3,0,0
variant_3929,1458,0,1,2,0,0
variant_3930,19916,0,17,14,5,4
variant_3931,2605,0,0,1,1,1
variant_3932,1940,1,2,4,0,0
variant_3933,1092,0,1,2,0,0
variant_3934,72551,1875,2860,65,19,11
variant_3935,14735,1,202,10,4,3
variant_3936,11063,1,38,14,4,0
variant_3937,5687,691,5,6,2,0
variant_3938,5300,0,88,2,2,2
variant_3939,2324,0,2,1,0,0
variant_3940,4550,0,5,3,0,0
variant_3941,33890,8727,61,434,8,9
variant_3942,10474,1437,130,10,5,2
variant_3943,10453,0,9,10,4,2
variant_3944,11250,1749,38,13,2,1
variant_3945,3762,1,4,1,1,0
variant_3946,4123,0,463,7,0,0
variant_3947,2877,1,0,1,1,1
variant_3948,1120,2835,5052,22530,71980,50090
variant_3949,1452,0,1,2,0,0
variant_3950,24364,10336,4906,1502,15,6
variant_3951,83707,19206,6602,94,32,11
variant_3952,538,9255,17,2,3,3
variant_3953,2430,1,2,3,0,0
variant_3954,1721,0,1,2,0,0
variant_3955,2750,0,2,2,1,0
variant_3956,1356,0,0,2,1,0
variant_3957,1430,0,1,2,2,0
variant_3958,1178,0,0,1,1,0
variant_3959,3641,4797,448,9,0,1
variant_3960,1326,0,1,3,0,0
variant_3961,5912,1,43,3,6,0
variant_3962,1108,0,2,3,0,0
variant_3963,1048,1,0,0,0,0
variant_3964,19725,11137,1141,29,6,6
variant_3965,32722,526,892,1661,8,5
variant_3966,10863,761,16,6,6,0
variant_3967,1118,0,1,1,0,0
variant_3968,2556,1,520,677,2,1
variant_3969,46690,10518,5938,1480,21,5
variant_3970,10397,34006,4420,61,11,4
variant_3971,15646,1696,3499,5757,1336,240
variant_3972,9379,5812,1771,756,4,3
variant_3973,1398,0,1,1,0,1
variant_3974,2506,2,103,1,3,1
variant_3975,2387,4,1,1,0,1
variant_3976,38968,9470,4556,1101,14,6
variant_3977,27260,5063,11511,7231,7154,3360
variant_3978,10493,9762,1213,1395,4,5
variant_3979,3956,2532,4,5,0,0
variant_3980,5543,1,42,4,3,1
variant_3981,2742,0,1,2,1,0
variant_3982,4527,2,147,7,2,0
variant_3983,1375,0,0,2,0,0
variant_3984,2017,1,1,1,1,1
variant_3985,570,0,635,0,0,0
variant_3986,47989,11754,38435,47173,9009,4760
variant_3987,23906,3913,3938,8856,16,8
variant_3988,11561,1758,1283,4655,9,1
variant_3989,14993,5,312,16,2,1
variant_3990,19188,1549,611,2598,6104,1628
variant_3991,7920,2,3,11,2,2
variant_3992,1587,4978,481,492,3,0
variant_3993,4069,1,2,6,3,1
variant_3994,1657,1,1,3,3,0
variant_3995,2224,0,2,3,0,2
variant_3996,28,8,38,1421,9,5
variant_3997,1475,0,1,1,1,0
variant_3998,1686,0,0,2,1,0
variant_3999,103568,9510,13316,15295,61583,37897
variant_4000,246176,41010,60049,37926,3555,4166
variant_4001,13988,2690,1118,9027,1830,787
variant_4002,12179,9039,9531,7151,7056,3363
variant_4003,5331,937,1341,5509,4,6
variant_4004,18126,6,1671,25,5,4
variant_4005,10102,14,2059,15916,895,4
variant_4006,6908,101,31,7,4,2
variant_4007,839,129,200,112,17,12
variant_4008,1184,131,54,43,5,3
variant_4009,2166,0,3,2,0,1
variant_4010,8,3,12,1976,8,2
variant_4011,1439,0,0,0,0,1
variant_4012,1209,0,2,1,0,0
variant_4013,2620,0,0,1,0,0
variant_4014,1298,1,1,0,0,0
variant_4015,648,1610,19,1,0,1
variant_4016,1048,1,0,0,1,0
variant_4017,99326,17069,6482,92,15,13
variant_4018,48616,3407,1343,51,9,5
variant_4019,21478,4,21,16,2,2
variant_4020,23307,2695,1767,1008,3,1
variant_4021,7323,16822,3941,5889,387,2328
variant_4022,6309,1,166,4,1,0
variant_4023,2269,3,61,3,0,0
variant_4024,1783,0,2,2,0,1
variant_4025,1419,1,1,1,1,0
variant_4026,198,1767,1,0,2,1
variant_4027,38699,10983,939,34,10,6
variant_4028,5535,2,1,4,2,1
variant_4029,3028,0,0,2,1,1
variant_4030,1411,0,0,0,0,0
variant_4031,6326,1,5,4,2,0
variant_4032,4748,2462,5,8,2,0
variant_4033,3396,2,1,1,1,1
variant_4034,64909,9498,1354,148,17,10
variant_4035,14024,11442,828,21,3,3
variant_4036,8921,5705,1741,11,5,2
variant_4037,1055,1,1,0,1,0
variant_4038,2343,1,3,0,1,1
variant_4039,1829,0,1,2,0,0
variant_4040,2219,0,20,0,1,0
variant_4041,8362,472,4,8,4,2
variant_4042,2357,1,10,4,0,1
variant_4043,6674,1,4,3,2,1
variant_4044,1657,1003,0,1,0,0
variant_4045,1173,0,2,0,1,1
variant_4046,1447,2,1,2,1,1
variant_4047,10277,267,18,10,2,1
variant_4048,2841,3335,6,7,2,0
variant_4049,2524,1,0,2,0,0
variant_4050,1025,0,1,1,0,0
variant_4051,2751,1,3,4,0,0
variant_4052,1367,0,2,1,0,1
variant_4053,102864,176034,75098,54072,11158,6026
variant_4054,14997,5544,2383,3593,1099,1
variant_4055,321,422,190,161,25,12
variant_4056,14171,2,112,18,2,2
variant_4057,3566,0,3,2,2,1
variant_4058,1082,0,0,2,1,0
variant_4059,1334,0,0,0,0,0
variant_4060,14398,2318,696,14,2,2
variant_4061,19578,1969,295,15,9,3
variant_4062,536,2993,55,1,1,0
variant_4063,2334,1490,9,1,0,0
variant_4064,2231,2,0,2,0,0
variant_4065,1263,0,1,0,0,0
variant_4066,1232,936,2,2,0,0
variant_4067,11479,2,19,10,2,1
variant_4068,3098,5752,2618,5,3,1
variant_4069,824,9098,149,5,2,3
variant_4070,10749,2,10,4,2,0
variant_4071,1391,6973,48,3,1,1
variant_4072,2710,3,1,2,0,0
variant_4073,2378,0,1,5,2,0
variant_4074,1768,0,1,1,1,0
variant_4075,2164,1,3,0,1,0
variant_4076,1292,0,8,2,0,0
variant_4077,19707,34799,11150,30567,17522,8246
variant_4078,8777,3,161,7,2,0
variant_4079,8660,526,132,10,1,1
variant_4080,5376,0,223,3,3,0
variant_4081,8001,2999,407,9,2,0
variant_4082,6242,845,60,38,4,0
variant_4083,4985,0,1,7,0,0
variant_4084,2414,2,3,2,1,0
variant_4085,764,1314,595,3,1,0
variant_4086,1752,0,1,2,0,0
variant_4087,30335,6119,2095,34,6,7
variant_4088,1347,0,1,2,0,0
variant_4089,13433,8384,280,17,10,3
variant_4090,5383,4,4,2,2,1
variant_4091,1314,0,0,1,0,0
variant_4092,1272,0,0,0,0,0
variant_4093,31320,1168,623,26,7,3
variant_4094,4574,4576,127,11,4,0
variant_4095,140,3782,202,2,1,1
variant_4096,2635,1,5,2,0,0
variant_4097,4409,1,0,2,1,0
variant_4098,1701,0,2,0,0,0
variant_4099,1444,0,26,0,0,1
variant_4100,2027,0,2,3,0,0
variant_4101,1161,27,26,47,10,3
variant_4102,1531,2,1,1,0,0
variant_4103,1148,0,1,3,0,0
variant_4104,9090,1,23,6,1,1
variant_4105,7345,1230,698,401,76,29
variant_4106,5613,2674,42,8,2,1
variant_4107,4138,1,18,4,0,0
variant_4108,630,5398,10,3,2,1
variant_4109,211,1308,419,3,1,1
variant_4110,64323,6348,3784,552,12,4
variant_4111,2781,2,17,0,0,1
variant_4112,1800,1,3,4,1,0
variant_4113,2703,0,2,3,1,0
variant_4114,1234,1,1,1,0,1
variant_4115,2070,1,0,2,0,0
variant_4116,1573,0,1,1,0,0
variant_4117,15379,3,82,6,7,3
variant_4118,12317,2,292,546,2,3
variant_4119,5806,0,2,3,1,0
variant_4120,5850,1,12,9,3,1
variant_4121,2472,0,1,3,0,0
variant_4122,2413,0,3,5,0,0
variant_4123,42149,5833,448,37,7,3
variant_4124,8937,1983,329,6,0,1
variant_4125,908,161,118,74,7,1
variant_4126,31934,8857,7337,1270,7,6
variant_4127,5839,5241,4059,2713,4,2
variant_4128,4351,6260,6154,11086,3832,1692
variant_4129,17428,6,2300,5317,6,3
variant_4130,5970,2002,1832,411,3,0
variant_4131,5602,2,56,8,2,0
variant_4132,2951,0,2,2,0,0
variant_4133,1473,0,2,1,0,0
variant_4134,1109253,222026,135376,75250,10013,2514
variant_4135,7625,1584,1078,510,102,82
variant_4136,2269,488,277,182,22,9
variant_4137,1181,262,141,81,8,1
variant_4138,25174,5259,499,39,8,6
variant_4139,1555,159,121,83,9,5
variant_4140,984,142,183,88,6,2
variant_4141,723,169,74,57,7,4
variant_4142,1653,257,139,100,13,5
variant_4143,5252,4,4,4,1,1
variant_4144,2735,1982,51,3,1,0
variant_4145,2545,62,0,4,1,1
variant_4146,4757,0,2,8,1,0
variant_4147,853,89,46,30,2,0
variant_4148,1609,0,0,2,0,0
variant_4149,1070,0,0,1,0,0
variant_4150,3233,31159,211,13,6,2
variant_4151,10809,895,100,9,4,2
variant_4152,4072,0,3,4,0,2
variant_4153,1143,0,1,0,0,0
variant_4154,1330,0,1,1,1,0
variant_4155,1900,0,0,1,0,0
variant_4156,344,1618,1,2,0,0
variant_4157,1142,0,0,1,0,0
variant_4158,35316,5953,487,34,15,4
variant_4159,1633,253,153,95,17,2
variant_4160,21244,6,5,16,6,2
variant_4161,18397,5,36,22,3,2
variant_4162,5743,2,588,10,3,0
variant_4163,4634,0,3,3,0,2
variant_4164,2225,0,2,2,0,0
variant_4165,4103,0,3,1,0,1
variant_4166,2544,0,0,4,1,1
variant_4167,1711,1,1,3,0,0
variant_4168,1509,0,0,2,0,0
variant_4169,1304,0,0,1,0,0
variant_4170,1266,0,1,1,0,0
variant_4171,1751,0,1,1,0,1
variant_4172,1143,0,0,0,0,0
variant_4173,5655,7346,37,7,5,0
variant_4174,1673,2558,150,4,2,2
variant_4175,631,3094,9,0,0,1
variant_4176,20633,2001,725,23,6,2
variant_4177,9343,2,297,4,4,1
variant_4178,4594,0,16,6,1,2
variant_4179,3873,0,4,3,1,1
variant_4180,5098,0,2,2,0,0
variant_4181,5357,0,113,8,2,2
variant_4182,1822,0,0,1,0,0
variant_4183,1116,1,0,0,0,0
variant_4184,1308,1,1,0,1,0
variant_4185,8347,1,17,6,3,1
variant_4186,3328,3532,205,3,1,1
variant_4187,8299,0,1,7,3,0
variant_4188,4257,0,4,2,2,0
variant_4189,1709,1154,176,4,0,0
variant_4190,2199,0,2,1,1,0
variant_4191,1619,0,1,1,0,0
variant_4192,1535,0,0,1,0,0
variant_4193,2969,2,306,5,1,1
variant_4194,17607,3157,593,9,6,2
variant_4195,8614,0,6,6,1,0
variant_4196,2453,0,4,3,0,1
variant_4197,1313,0,2,1,0,1
variant_4198,2935,0,0,4,0,0
variant_4199,1737,0,1,0,0,0
variant_4200,1333,1,0,2,0,0
variant_4201,1002,0,1,2,0,0
variant_4202,2291,0,23,1,0,0
variant_4203,157,1386,136,4,1,1
variant_4204,1131,0,1,1,0,0
variant_4205,220203,35493,15069,2407,87,34
variant_4206,65259,5121,2108,1661,17,6
variant_4207,608,2739,536,2,1,3
variant_4208,2324,0,92,1,0,0
variant_4209,1356,1,0,1,0,0
variant_4210,2777,1,2,1,2,0
variant_4211,906,0,222,0,1,0
variant_4212,1443,0,0,1,0,0
variant_4213,1084,1,0,1,0,0
variant_4214,1457,0,0,1,0,0
variant_4215,1205,0,2,2,0,0
variant_4216,1258,0,1,2,0,0
variant_4217,6796,151,4,7,2,0
variant_4218,1153,1,15,0,0,0
variant_4219,3173,0,3,3,0,0
variant_4220,1236,0,1,1,1,1
variant_4221,2434,0,1,4,0,1
variant_4222,8955,4498,373,7,8,1
variant_4223,887,6548,27,3,0,0
variant_4224,7426,2,833,11,1,2
variant_4225,1130,5110,26,4,1,2
variant_4226,1457,0,1,1,1,0
variant_4227,86425,7713,2689,1665,29,5
variant_4228,26739,7921,1574,39,9,3
variant_4229,65539,9344,3610,64,17,6
variant_4230,11778,5,709,1738,8,0
variant_4231,11762,998,157,7,3,0
variant_4232,3176,1905,1316,5482,1,2
variant_4233,7274,1,156,8,4,0
variant_4234,11021,1,43,8,1,0
variant_4235,953,102,37,15,2,0
variant_4236,5818,0,30,4,1,1
variant_4237,4906,2,6,2,1,0
variant_4238,5827,1,5,3,4,0
variant_4239,2076,1,399,4,1,0
variant_4240,1693,0,0,5,0,0
variant_4241,364,748,308,2,0,0
variant_4242,2545,5868,7964,1403,5,1
variant_4243,8654,1,3,15,5,1
variant_4244,2971,0,429,5,1,1
variant_4245,7397,2,2,10,0,1
variant_4246,5935,0,4,6,2,1
variant_4247,2306,0,1,1,0,0
variant_4248,1245,0,0,1,0,0
variant_4249,1583,0,38,1,1,0
variant_4250,1187,0,19,2,0,0
variant_4251,2859,0,2,1,1,0
variant_4252,1455,0,22,1,0,0
variant_4253,1575,0,0,5,0,0
variant_4254,186,830,0,1,1,0
variant_4255,1098,2,2,1,0,0
variant_4256,44700,9972,8177,4670,1266,1349
variant_4257,19226,3744,201,20,7,13
variant_4258,25044,6589,380,24,10,2
variant_4259,12135,6798,128,16,5,1
variant_4260,2868,1,8,0,0,0
variant_4261,4355,1,5,8,2,0
variant_4262,28,1577,161,2,1,0
variant_4263,3611,0,1,2,1,1
variant_4264,1014,0,0,1,0,0
variant_4265,1203,0,1,1,1,0
variant_4266,4238,1,3,3,2,1
variant_4267,1508,0,0,2,0,0
variant_4268,170,6890,1422,6,2,2
variant_4269,1686,0,1,2,1,1
variant_4270,1361,0,19,1588,1,0
variant_4271,1124,3,413,1,0,0
variant_4272,1983,0,1,3,0,0
variant_4273,1519,1,0,4,0,0
variant_4274,1712,0,5,1,0,0
variant_4275,1684,0,5,1,1,0
variant_4276,1119,0,1,1,0,0
variant_4277,7141,1,0,3,2,0
variant_4278,11696,355,272,9,5,1
variant_4279,8965,1,12,10,2,0
variant_4280,1468,0,0,2,1,0
variant_4281,3637,1,2,4,1,0
variant_4282,802,4092,4,3,2,1
variant_4283,5760,2274,3,4,2,2
variant_4284,5068,3035,5,7,0,2
variant_4285,1213,0,2,1,0,0
variant_4286,875,0,128,0,0,0
variant_4287,1550,1,1,5,1,0
variant_4288,1579,0,0,0,0,0
variant_4289,2884,1,4,1,1,0
variant_4290,27533,925,1328,12,9,6
variant_4291,6626,4,299,14,4,0
variant_4292,5428,1,2,10,0,1
variant_4293,2080,1,3,1,0,0
variant_4294,31131,9,38,33,8,0
variant_4295,1339,0,0,0,0,0
variant_4296,39026,2999,527,43,15,7
variant_4297,1207,0,2,1,0,0
variant_4298,16937,5765,120,19,0,2
variant_4299,3032,4831,30,8,2,1
variant_4300,6232,1,4,3,2,0
variant_4301,5246,3,3,4,1,0
variant_4302,3164,2,5,694,0,0
variant_4303,2217,0,1,1,0,0
variant_4304,2945,0,1,3,1,0
variant_4305,2047,2,66,1,0,1
variant_4306,1797,1,1,3,1,0
variant_4307,5903,4,2,8,2,0
variant_4308,8201,2,6,9,2,0
variant_4309,3252,1,3,4,2,0
variant_4310,2692,0,2,2,0,0
variant_4311,3356,1,290,1,2,0
variant_4312,1289,0,22,1,0,1
variant_4313,1125,0,0,2,0,0
variant_4314,11788,3,169,11,3,2
variant_4315,2773,3,3,2,1,1
variant_4316,1230,0,1,2,0,0
variant_4317,3767,0,1,5,2,2
variant_4318,5585,1,1,10,4,1
variant_4319,2669,1,2,1,0,3
variant_4320,2324,0,2,1,1,1
variant_4321,1241,0,0,0,0,0
variant_4322,3260,0,1,1,0,1
variant_4323,4804,0,20,5,2,1
variant_4324,13259,2831,674,18,9,1
variant_4325,1282,0,0,2,0,0
variant_4326,5176,1,1,4,2,0
variant_4327,1248,0,2,2,0,1
variant_4328,904,2288,1580,4,1,0
variant_4329,13197,3,719,14,6,2
variant_4330,2069,0,3,1,1,0
variant_4331,1187,3,758,0,2,0
variant_4332,16468,5,175,15,2,0
variant_4333,4535,0,3,3,0,0
variant_4334,4986,1,1,1,1,0
variant_4335,2745,1,3,6,1,0
variant_4336,10619,148,245,850,2,2
variant_4337,9873,2492,105,12,1,1
variant_4338,3891,0,54,6,1,0
variant_4339,1111,0,2,0,0,0
variant_4340,1092,0,0,1,0,1
variant_4341,1428,0,1,0,0,1
variant_4342,4755,15188,2725,232,7,5
variant_4343,5325,7660,1609,1563,5,0
variant_4344,3468,0,2,5,0,0
variant_4345,2483,2579,951,1604,0,0
variant_4346,2408,0,231,3,1,0
variant_4347,2540,2,874,2,0,1
variant_4348,1192,0,0,1,0,0
variant_4349,1244,1,0,0,0,0
variant_4350,1440,0,1,2,0,1
variant_4351,16701,1986,183,779,133,2
variant_4352,1964,0,0,0,2,0
variant_4353,3324,1,70,0,2,0
variant_4354,24955,4927,1945,3427,13,4
variant_4355,1227,3944,1601,4274,1,1
variant_4356,16146,2367,410,15,5,3
variant_4357,845,6895,269,2,7,1
variant_4358,37409,12151,1437,33,12,9
variant_4359,2943,2422,355,1,2,1
variant_4360,1865,0,0,2,1,0
variant_4361,2274,2,1,0,1,0
variant_4362,596,12872,73,7,2,4
variant_4363,811,5795,4,5,1,2
variant_4364,7127,2,59,4,3,2
variant_4365,16230,4,10,11,2,1
variant_4366,11402,2,69,19,1,1
variant_4367,2868,1,2,2,1,0
variant_4368,4983,0,2,3,1,0
variant_4369,2856,1,1,1,3,1
variant_4370,2509,0,1,2,0,0
variant_4371,1122,0,1,0,0,0
variant_4372,3112,1,0,1,3,0
variant_4373,113170,8013,1780,122,35,13
variant_4374,57917,5549,487,56,13,7
variant_4375,6798,2,29,7,2,1
variant_4376,7148,1,0,5,3,1
variant_4377,2369,0,1,0,0,1
variant_4378,2440,0,1,5,0,0
variant_4379,2291,1,4,3,1,0
variant_4380,1238,0,1,1,0,1
variant_4381,8296,497,2,10,0,0
variant_4382,2485,4871,868,1252,6,0
variant_4383,3494,0,4,3,2,0
variant_4384,2071,0,2,2,1,0
variant_4385,18967,3453,684,18,9,3
variant_4386,4561,479,111,4,1,2
