,G0,D1.25,D2.25,D3.25,D4.25
variant_7522,37,7,0,0,0
variant_7523,203,400,451,760,939
variant_7524,695,871,863,1268,1756
variant_7525,21,10,2,2,2
variant_7526,260,544,235,230,131
variant_7527,747,1261,1036,1483,1633
variant_7528,1688,993,535,624,694
variant_7529,516,1267,1174,2034,2407
variant_7530,387,521,505,684,654
variant_7531,595,39,2,3,7
variant_7532,1420,692,269,184,133
variant_7533,192,20,4,14,7
variant_7534,15,0,0,0,0
variant_7535,881,615,301,391,480
variant_7536,64,0,0,0,0
variant_7537,169,23,16,18,32
variant_7538,248,101,149,119,175
variant_7539,426,485,359,500,554
variant_7540,450,40,2,0,0
variant_7541,240,25,1,0,1
variant_7542,231,327,281,386,510
variant_7543,90,45,22,2,12
variant_7544,210,132,136,151,246
variant_7545,43,1,0,0,1
variant_7546,205,279,148,242,257
variant_7547,250,418,364,344,984
variant_7548,108,17,0,0,0
variant_7549,155,1,2,0,0
variant_7550,366,30,4,0,0
variant_7551,74,1,0,0,0
variant_7552,349,172,90,68,99
variant_7553,355,342,360,419,670
variant_7554,104,17,3,4,2
variant_7555,347,551,439,568,715
variant_7556,63,2,0,6,4
variant_7557,68,66,36,48,34
variant_7558,882,1671,1811,2487,3166
variant_7559,619,1054,922,1401,1666
variant_7560,128,15,6,5,0
variant_7561,307,124,65,33,29
variant_7562,455,151,27,23,9
variant_7563,629,134,37,27,16
variant_7564,352,92,27,110,67
variant_7565,786,119,43,39,14
variant_7566,446,1084,920,1254,1548
variant_7567,51,23,51,47,36
variant_7568,95,0,0,0,0
variant_7569,366,446,334,481,735
variant_7570,20,0,0,0,0
variant_7571,1754,5132,3944,4329,5025
variant_7572,79,0,0,0,0
variant_7573,19,0,2,1,4
variant_7574,96,118,78,108,163
variant_7575,98,0,0,0,1
variant_7576,35,84,58,59,40
variant_7577,129,55,68,96,73
variant_7578,484,261,111,122,89
variant_7579,468,617,516,753,1014
variant_7580,45,0,0,5,0
variant_7581,487,276,79,43,54
variant_7582,300,363,418,552,645
variant_7583,382,185,43,54,22
variant_7584,317,35,2,4,0
variant_7585,229,525,450,509,652
variant_7586,567,15,3,2,1
variant_7587,307,114,34,32,9
variant_7588,40,0,0,0,0
variant_7589,52,5,0,1,0
variant_7590,426,447,334,586,751
variant_7591,61,6,0,0,0
variant_7592,112,75,70,56,64
variant_7593,593,727,474,459,509
variant_7594,84,2,1,1,2
variant_7595,228,290,279,470,670
variant_7596,19,9,14,7,9
variant_7597,196,21,2,0,1
variant_7598,22,0,0,0,3
variant_7599,443,63,1,2,3
variant_7600,350,542,533,763,874
variant_7601,381,1182,1281,1736,2278
variant_7602,976,597,379,522,466
variant_7603,1611,982,361,273,277
variant_7604,312,481,366,472,618
variant_7605,19,0,0,0,0
variant_7606,54,67,49,38,41
variant_7607,239,197,100,85,62
variant_7608,758,362,50,46,19
variant_7609,968,1562,859,695,1238
variant_7610,352,142,17,15,10
variant_7611,677,1097,909,1202,1553
variant_7612,33,0,0,0,0
variant_7613,35,0,0,0,0
variant_7614,219,260,155,159,130
variant_7615,249,127,110,163,208
variant_7616,31,0,2,2,0
variant_7617,37,1,1,0,0
variant_7618,37,37,21,24,38
variant_7619,1434,2391,1508,1628,1437
variant_7620,305,85,38,20,18
variant_7621,10,2,2,1,0
variant_7622,401,568,479,641,1019
variant_7623,86,118,134,119,259
variant_7624,486,799,867,1226,1696
variant_7625,111,86,76,87,118
variant_7626,318,11,4,2,0
variant_7627,209,311,311,520,721
variant_7628,10,0,0,0,0
variant_7629,252,330,314,343,348
variant_7630,46,40,99,103,105
variant_7631,343,34,3,1,0
variant_7632,235,309,287,509,660
variant_7633,30,21,10,4,2
variant_7634,376,385,431,532,654
variant_7635,1409,2296,2104,2786,3178
variant_7636,42,0,1,1,1
variant_7637,1020,162,14,37,12
variant_7638,556,667,516,581,599
variant_7639,297,227,100,78,102
variant_7640,690,354,137,103,72
variant_7641,26,1,1,0,0
variant_7642,657,522,202,310,253
variant_7643,156,22,10,16,8
variant_7644,1571,4116,3931,5550,7669
variant_7645,21,0,0,1,0
variant_7646,123,23,0,1,1
variant_7647,156,40,40,42,57
variant_7648,28,0,0,0,0
variant_7649,37,1,1,1,0
variant_7650,207,123,118,104,90
variant_7651,10,1,0,0,0
variant_7652,262,109,48,47,46
variant_7653,505,119,24,38,12
variant_7654,191,51,3,11,4
variant_7655,206,160,165,200,256
variant_7656,2089,1596,883,917,703
variant_7657,524,823,609,1087,1641
variant_7658,66,6,0,0,0
variant_7659,627,820,454,647,823
variant_7660,589,367,188,222,184
variant_7661,826,1079,984,1413,1394
variant_7662,465,338,122,156,110
variant_7663,23,0,0,0,0
variant_7664,66,1,0,2,0
variant_7665,188,23,0,1,0
variant_7666,25,0,0,0,0
variant_7667,39,0,0,1,2
variant_7668,32,0,0,0,0
variant_7669,463,417,193,169,150
variant_7670,1388,360,73,52,22
variant_7671,200,274,337,382,637
variant_7672,578,1176,1260,1795,2739
variant_7673,51,2,1,1,2
variant_7674,57,0,1,2,1
variant_7675,26,1,0,0,0
variant_7676,497,288,165,140,110
variant_7677,25,8,8,9,4
variant_7678,171,277,272,373,509
variant_7679,303,418,375,490,604
variant_7680,91,65,61,78,75
variant_7681,154,262,313,384,625
variant_7682,717,1561,2023,2722,4258
variant_7683,6869,7997,7948,10859,10886
variant_7684,10,0,0,0,0
variant_7685,89,38,42,36,25
variant_7686,228,446,475,794,1061
variant_7687,68,85,45,23,32
variant_7688,195,210,112,117,68
variant_7689,116,294,123,126,427
variant_7690,183,258,72,53,43
variant_7691,901,100,41,22,21
variant_7692,373,544,696,809,1223
variant_7693,40,0,0,1,1
variant_7694,362,290,271,347,549
variant_7695,8,0,0,0,1
variant_7696,637,403,161,96,56
variant_7697,74,2,0,1,0
variant_7698,75,6,0,0,3
variant_7699,16,21,23,6,7
variant_7700,244,67,23,4,6
variant_7701,554,312,241,244,229
variant_7702,22,3,4,8,15
variant_7703,248,149,75,83,66
variant_7704,97,310,251,229,574
variant_7705,90,7,0,0,0
variant_7706,382,302,189,245,200
variant_7707,629,432,344,406,540
variant_7708,464,938,1152,1535,1956
variant_7709,177,8,8,15,4
variant_7710,224,29,22,8,10
variant_7711,128,64,28,32,58
variant_7712,535,521,350,496,783
variant_7713,289,139,42,65,61
variant_7714,131,249,238,286,370
variant_7715,40,9,5,5,5
variant_7716,460,545,357,390,440
variant_7717,369,491,534,631,1012
variant_7718,215,55,27,35,20
variant_7719,221,184,86,70,43
variant_7720,156,17,11,19,15
variant_7721,11,0,0,0,0
variant_7722,285,6,3,0,5
variant_7723,256,343,278,283,286
variant_7724,48,2,0,0,0
variant_7725,7,5,8,5,4
variant_7726,20,0,0,0,0
variant_7727,404,322,117,69,51
variant_7728,15,0,3,0,0
variant_7729,1074,553,149,102,45
variant_7730,779,699,575,889,909
variant_7731,79,1,0,0,0
variant_7732,438,295,147,160,142
variant_7733,28,2,5,5,5
variant_7734,80,50,73,129,122
variant_7735,1133,1011,474,566,435
variant_7736,435,40,4,7,1
variant_7737,141,136,125,174,257
variant_7738,362,185,41,39,23
variant_7739,922,1348,959,1439,1654
variant_7740,109,109,133,124,162
variant_7741,23,0,0,0,1
variant_7742,214,189,156,205,196
variant_7743,18,0,0,1,0
variant_7744,277,121,38,72,75
variant_7745,18,0,0,0,0
variant_7746,444,789,663,857,940
variant_7747,1434,790,522,571,440
variant_7748,19,0,0,0,0
variant_7749,57,58,25,15,25
variant_7750,282,49,15,4,1
variant_7751,128,219,106,183,302
variant_7752,589,1042,1033,1728,1996
variant_7753,331,91,36,31,39
variant_7754,429,289,293,398,592
variant_7755,13,0,0,0,0
variant_7756,346,569,561,799,1430
variant_7757,273,246,224,355,597
variant_7758,159,50,62,68,119
variant_7759,178,385,421,582,898
variant_7760,311,303,186,180,126
variant_7761,289,557,507,591,775
variant_7762,212,25,0,0,1
variant_7763,658,301,87,86,69
variant_7764,278,171,118,96,97
variant_7765,12,0,0,0,0
variant_7766,1975,231,54,42,44
variant_7767,195,24,8,7,4
variant_7768,37,0,0,0,2
variant_7769,384,249,107,86,59
variant_7770,56,0,0,1,1
variant_7771,207,251,252,290,428
variant_7772,470,267,132,131,105
variant_7773,454,360,126,52,38
variant_7774,37,0,0,0,0
variant_7775,1176,717,257,224,136
variant_7776,135,308,312,367,615
variant_7777,65,0,0,0,1
variant_7778,89,131,114,146,161
variant_7779,85,7,8,8,2
variant_7780,359,1044,768,859,2319
variant_7781,588,1100,1112,1515,1973
variant_7782,332,507,400,405,414
variant_7783,23,4,6,7,0
variant_7784,265,109,88,143,181
variant_7785,35,33,10,18,10
variant_7786,178,127,83,111,109
variant_7787,6,0,0,0,0
variant_7788,171,34,2,7,7
variant_7789,182,191,134,172,217
variant_7790,216,265,256,376,531
variant_7791,856,1970,2074,2867,3524
variant_7792,19,0,0,0,0
variant_7793,113,74,41,88,40
variant_7794,384,215,131,176,186
variant_7795,205,35,11,3,1
variant_7796,857,284,74,93,55
variant_7797,196,155,71,53,20
variant_7798,452,139,68,81,60
variant_7799,13,0,0,0,0
variant_7800,376,300,259,352,276
variant_7801,236,23,1,0,0
variant_7802,81,151,99,120,187
variant_7803,383,709,731,880,1302
variant_7804,196,20,0,0,0
variant_7805,52,1,0,0,0
variant_7806,402,15,16,8,3
variant_7807,88,88,119,172,182
variant_7808,22,0,0,0,0
variant_7809,572,1211,1164,1754,2214
variant_7810,576,84,14,13,5
variant_7811,51,5,2,1,0
variant_7812,308,192,61,45,22
variant_7813,99,98,112,124,172
variant_7814,2,0,0,0,0
variant_7815,278,44,1,0,7
variant_7816,196,269,204,301,329
variant_7817,11,0,0,0,1
variant_7818,12,0,1,3,1
variant_7819,757,213,245,396,564
variant_7820,171,274,261,357,519
variant_7821,81,2,2,1,0
variant_7822,983,1330,992,1303,1753
variant_7823,713,862,518,498,507
variant_7824,45,3,0,0,0
variant_7825,519,412,320,520,450
variant_7826,56,108,82,168,157
variant_7827,394,59,0,2,2
variant_7828,120,221,154,183,160
variant_7829,665,260,113,96,57
variant_7830,345,530,571,582,822
variant_7831,350,491,503,494,606
variant_7832,864,909,916,1328,1885
variant_7833,314,148,44,30,23
variant_7834,1055,90,4,4,7
variant_7835,319,180,132,146,144
variant_7836,1378,1649,1475,2511,3300
variant_7837,27,31,14,18,32
variant_7838,705,810,651,762,1047
variant_7839,440,180,17,7,2
variant_7840,167,27,24,7,3
variant_7841,800,1631,1150,1500,1656
variant_7842,208,247,311,447,758
variant_7843,792,267,35,19,9
variant_7844,25,0,0,0,0
variant_7845,34,2,1,1,0
variant_7846,297,174,113,120,103
variant_7847,989,1046,1044,1297,1681
variant_7848,92,12,0,1,1
variant_7849,299,474,313,512,651
variant_7850,29,0,2,1,2
variant_7851,21,34,14,49,53
variant_7852,58,3,1,1,3
variant_7853,76,242,187,285,473
variant_7854,21,0,0,0,0
variant_7855,30,24,19,24,31
variant_7856,191,121,92,109,157
variant_7857,112,122,109,126,98
variant_7858,337,72,2,0,0
variant_7859,395,547,630,771,1109
variant_7860,1317,1595,1371,1826,2255
variant_7861,47,0,1,0,1
variant_7862,64,12,9,15,16
variant_7863,205,12,0,0,0
variant_7864,239,291,208,412,606
variant_7865,19,32,5,9,7
variant_7866,110,87,48,33,46
variant_7867,814,1304,1224,1527,2748
variant_7868,22,2,0,0,0
variant_7869,288,458,421,586,901
variant_7870,454,239,66,60,38
variant_7871,27,0,0,0,0
variant_7872,393,150,72,46,30
variant_7873,113,11,1,2,7
variant_7874,39,3,3,17,9
variant_7875,280,66,54,58,32
variant_7876,662,203,92,122,59
variant_7877,197,334,305,376,521
variant_7878,315,633,551,860,1160
variant_7879,1348,1171,764,765,712
variant_7880,40,47,29,54,44
variant_7881,592,1103,912,971,1333
variant_7882,1195,1647,1579,2042,2336
variant_7883,35,4,5,7,14
variant_7884,287,40,12,8,10
variant_7885,1181,256,53,27,22
variant_7886,675,1524,1673,2319,3309
variant_7887,108,61,50,47,65
variant_7888,264,45,27,28,51
variant_7889,1369,3053,3412,4613,6121
variant_7890,264,405,330,445,733
variant_7891,27,1,0,0,0
variant_7892,89,72,38,34,19
variant_7893,403,504,476,594,920
variant_7894,1204,1468,990,969,1017
variant_7895,86,0,1,0,0
variant_7896,473,59,32,16,27
variant_7897,398,700,533,726,844
variant_7898,8,1,2,1,1
variant_7899,622,38,8,1,1
variant_7900,924,1946,2399,3480,4669
variant_7901,82,1,0,0,0
variant_7902,70,36,32,32,25
variant_7903,185,158,90,57,37
variant_7904,103,62,50,43,35
variant_7905,1358,225,63,73,37
variant_7906,40,48,53,126,123
variant_7907,672,912,542,739,746
variant_7908,449,356,194,228,217
variant_7909,118,35,7,3,2
variant_7910,513,954,766,925,1204
variant_7911,7,0,3,0,0
variant_7912,789,1107,1203,1600,1892
variant_7913,77,69,37,42,16
variant_7914,1250,2336,2702,4252,5252
variant_7915,838,1469,1497,2079,3231
variant_7916,142,158,116,259,325
variant_7917,1309,694,292,291,180
variant_7918,182,357,287,458,482
variant_7919,896,1193,1300,1655,2091
variant_7920,151,55,8,1,0
variant_7921,189,185,168,247,279
variant_7922,439,66,8,10,4
variant_7923,97,70,28,79,60
variant_7924,468,825,862,1146,1662
variant_7925,434,504,238,211,165
variant_7926,1304,882,355,277,266
variant_7927,141,50,15,15,14
variant_7928,37,3,1,0,0
variant_7929,1789,1662,1690,2834,3527
variant_7930,295,32,12,8,2
variant_7931,73,54,44,41,37
variant_7932,120,8,0,5,0
variant_7933,7,3,1,1,8
variant_7934,531,488,475,698,896
variant_7935,1083,183,78,49,53
variant_7936,25,0,0,0,0
variant_7937,411,676,681,677,975
variant_7938,175,151,70,39,30
variant_7939,330,429,431,611,873
variant_7940,65,58,18,14,26
variant_7941,15,0,0,0,0
variant_7942,69,1,0,1,0
variant_7943,164,89,24,26,7
variant_7944,39,1,0,0,0
variant_7945,166,106,81,149,129
variant_7946,497,396,292,381,335
variant_7947,95,61,69,60,59
variant_7948,237,420,283,289,297
variant_7949,328,315,164,139,118
variant_7950,644,939,937,1400,1728
variant_7951,611,86,9,9,13
variant_7952,668,397,255,246,192
variant_7953,36,0,3,1,0
variant_7954,65,96,54,75,69
variant_7955,219,230,203,205,254
variant_7956,1281,1315,1363,2126,2857
variant_7957,418,47,1,0,0
variant_7958,198,397,284,406,513
variant_7959,613,68,5,2,3
variant_7960,405,4,0,0,3
variant_7961,401,353,179,227,278
variant_7962,59,1,0,0,0
variant_7963,50,26,8,8,7
variant_7964,749,1361,1148,1167,1085
variant_7965,510,771,734,1144,1273
variant_7966,68,110,101,130,113
variant_7967,441,573,555,849,1431
variant_7968,1027,116,28,14,9
variant_7969,148,244,254,388,625
variant_7970,1361,2768,2738,3687,5462
variant_7971,320,411,403,474,597
variant_7972,3351,1249,199,157,108
variant_7973,556,580,419,586,458
variant_7974,100,26,8,2,3
variant_7975,9,1,1,1,1
variant_7976,433,165,19,18,9
variant_7977,74,116,102,128,147
variant_7978,463,361,254,246,261
variant_7979,55,0,0,0,0
variant_7980,93,89,143,185,303
variant_7981,371,396,258,291,382
variant_7982,449,256,64,65,35
variant_7983,751,1390,1456,1713,1913
variant_7984,137,16,1,0,0
variant_7985,528,751,604,651,1123
variant_7986,482,179,71,55,51
variant_7987,611,35,2,0,1
variant_7988,164,18,4,4,6
variant_7989,1096,234,101,104,73
variant_7990,17,0,0,0,0
variant_7991,273,213,104,60,82
variant_7992,998,424,112,60,29
variant_7993,478,384,93,69,43
variant_7994,258,305,135,179,144
variant_7995,43,0,8,0,1
variant_7996,368,117,18,6,0
variant_7997,113,50,71,106,164
variant_7998,791,974,749,1055,1490
variant_7999,202,84,27,28,30
variant_8000,329,96,93,151,167
variant_8001,41,0,0,0,0
variant_8002,25,0,1,0,0
variant_8003,132,248,122,96,74
variant_8004,215,117,31,24,17
variant_8005,535,951,1031,1290,1994
variant_8006,52,58,71,104,84
variant_8007,1030,1724,1881,1979,3134
variant_8008,31,0,0,0,0
variant_8009,535,765,815,1424,1989
variant_8010,373,1340,764,661,720
variant_8011,210,238,245,273,405
variant_8012,49,0,0,0,0
variant_8013,41,0,0,0,0
variant_8014,146,4,0,0,0
variant_8015,392,257,161,168,141
variant_8016,198,96,93,64,77
variant_8017,281,40,2,1,3
variant_8018,181,21,3,16,11
variant_8019,145,147,109,74,56
variant_8020,490,493,336,411,387
variant_8021,40,5,6,2,2
variant_8022,8,0,0,0,0
variant_8023,545,548,439,727,776
variant_8024,422,529,278,377,340
variant_8025,255,22,3,1,1
variant_8026,234,845,844,1148,1925
variant_8027,1349,411,119,85,50
variant_8028,850,1878,2048,2603,3466
variant_8029,31,0,0,0,0
variant_8030,24,0,0,0,1
variant_8031,88,4,3,8,4
variant_8032,359,617,457,554,578
variant_8033,531,702,799,936,1566
variant_8034,211,56,5,5,1
variant_8035,929,205,33,38,20
variant_8036,20,0,0,0,0
variant_8037,158,134,120,148,159
variant_8038,22,4,10,10,4
variant_8039,47,51,94,111,208
variant_8040,72,77,46,99,136
variant_8041,178,465,553,862,1102
variant_8042,607,921,1041,1537,2266
variant_8043,500,768,786,1062,1363
variant_8044,18,0,0,0,0
variant_8045,462,198,70,52,54
variant_8046,360,992,635,669,740
variant_8047,871,1475,1459,2148,2392
variant_8048,174,263,286,469,625
variant_8049,239,485,280,387,446
variant_8050,719,1185,1061,1650,1983
variant_8051,333,235,179,269,377
variant_8052,45,103,118,120,185
variant_8053,241,49,39,71,85
variant_8054,416,656,659,1026,1283
variant_8055,48,2,0,0,0
variant_8056,439,777,625,878,1146
variant_8057,32,0,0,0,0
variant_8058,61,130,59,52,33
variant_8059,393,48,1,3,4
variant_8060,552,731,406,527,633
variant_8061,5,0,0,1,0
variant_8062,41,0,0,0,1
variant_8063,186,8,0,0,0
variant_8064,535,794,947,1264,1571
variant_8065,636,453,258,273,159
variant_8066,11,0,2,0,0
variant_8067,558,169,34,22,11
variant_8068,30,0,0,0,0
variant_8069,1086,765,460,324,225
variant_8070,17,0,0,0,0
variant_8071,234,742,721,1110,1669
variant_8072,1794,3175,2637,3381,4827
variant_8073,20,0,0,0,0
variant_8074,349,32,8,2,2
variant_8075,123,159,141,170,314
variant_8076,20,1,0,0,9
variant_8077,464,133,30,25,15
variant_8078,1033,1702,1441,2175,2566
variant_8079,97,5,5,0,0
variant_8080,166,121,85,73,67
variant_8081,143,151,53,80,97
variant_8082,283,306,140,145,158
variant_8083,200,124,87,87,72
variant_8084,35,0,0,0,0
variant_8085,27,0,0,0,1
variant_8086,256,433,358,499,606
variant_8087,1123,1500,1427,1981,2953
variant_8088,173,170,129,212,267
variant_8089,41,8,8,4,6
variant_8090,49,2,2,1,1
variant_8091,1110,283,59,38,49
variant_8092,38,0,0,0,0
variant_8093,50,0,0,0,0
variant_8094,22,0,0,0,0
variant_8095,41,0,0,0,0
variant_8096,300,235,100,89,87
variant_8097,788,1973,2192,3634,4137
variant_8098,457,486,174,250,169
variant_8099,24,2,0,0,2
variant_8100,62,37,16,12,14
variant_8101,14,0,0,0,0
variant_8102,1475,1903,2126,2666,3294
variant_8103,595,216,73,85,43
variant_8104,65,114,161,317,454
variant_8105,113,35,33,42,46
variant_8106,1189,1149,979,1149,846
variant_8107,51,0,0,0,0
variant_8108,681,1117,927,1437,1796
variant_8109,918,317,84,60,34
variant_8110,27,0,0,0,0
variant_8111,52,0,0,0,1
variant_8112,236,494,477,617,688
variant_8113,182,17,1,0,0
variant_8114,722,85,32,23,22
variant_8115,250,298,154,251,423
variant_8116,693,1085,953,1407,1791
variant_8117,39,0,0,0,0
variant_8118,200,233,181,107,89
variant_8119,27,0,5,5,1
variant_8120,358,705,741,1068,1266
variant_8121,783,39,7,7,1
variant_8122,295,373,450,516,747
variant_8123,591,325,228,289,344
variant_8124,87,24,17,14,11
variant_8125,145,161,145,164,224
variant_8126,449,632,271,347,327
variant_8127,702,945,886,1399,1957
variant_8128,3,0,1,4,0
variant_8129,194,31,0,0,0
variant_8130,164,135,149,215,308
variant_8131,59,17,11,4,2
variant_8132,39,0,0,0,0
variant_8133,679,1007,782,795,1084
variant_8134,60,53,36,17,16
variant_8135,31,1,0,1,1
variant_8136,13,0,0,0,0
variant_8137,175,155,42,52,36
variant_8138,347,749,757,897,1045
variant_8139,428,182,161,307,374
variant_8140,809,840,526,462,337
variant_8141,121,189,176,265,351
variant_8142,365,66,11,14,7
variant_8143,1090,399,117,71,20
variant_8144,303,437,554,999,1676
variant_8145,55,39,34,49,35
variant_8146,230,32,3,3,2
variant_8147,126,93,30,15,5
variant_8148,657,71,7,2,6
variant_8149,192,322,234,318,516
variant_8150,235,14,0,0,1
variant_8151,15,0,0,0,0
variant_8152,15,20,13,6,6
variant_8153,329,382,326,391,499
variant_8154,29,0,0,0,0
variant_8155,586,960,630,723,713
variant_8156,409,216,115,83,77
variant_8157,35,0,2,0,0
variant_8158,355,51,0,0,0
variant_8159,61,0,0,0,0
variant_8160,220,189,102,60,60
variant_8161,214,207,177,173,197
variant_8162,412,762,847,1570,1878
variant_8163,420,137,22,10,8
variant_8164,61,186,195,253,340
variant_8165,58,4,0,1,0
variant_8166,25,1,1,2,3
variant_8167,48,0,1,1,3
variant_8168,254,695,711,1017,1482
variant_8169,382,221,112,134,75
variant_8170,132,21,2,3,0
variant_8171,95,14,33,18,20
variant_8172,18,0,1,0,2
variant_8173,1013,242,14,14,9
variant_8174,1738,2250,2332,3126,3981
variant_8175,105,137,110,137,140
variant_8176,15,0,0,0,0
variant_8177,16,0,0,0,0
variant_8178,19,0,1,0,0
variant_8179,180,180,197,312,378
variant_8180,933,116,4,2,5
variant_8181,234,82,53,54,127
variant_8182,376,104,26,30,12
variant_8183,194,326,299,489,766
variant_8184,763,194,35,43,29
variant_8185,155,14,3,0,3
variant_8186,158,41,1,0,1
variant_8187,40,0,0,0,0
variant_8188,54,2,0,0,0
variant_8189,112,1,2,0,0
variant_8190,510,72,4,5,0
variant_8191,511,116,13,9,6
variant_8192,9,0,0,0,0
variant_8193,244,57,19,23,15
variant_8194,43,0,0,0,0
variant_8195,176,143,161,205,252
variant_8196,544,546,375,408,483
variant_8197,280,88,26,38,13
